,'_techniques_T1012','_techniques_T1037_001','_techniques_T1041','_techniques_T1053_005','_techniques_T1057','_techniques_T1059_001','_techniques_T1059_003','_techniques_T1059_005','_techniques_T1059_007','_techniques_T1083','_techniques_T1112','_techniques_T1119','_techniques_T1123','_techniques_T1195_002','_techniques_T1204_001','_techniques_T1204_002','_techniques_T1218_005','_techniques_T1218_010','_techniques_T1218_011','_techniques_T1497_001','_techniques_T1518_001','_techniques_T1547_001','_techniques_T1547_002','_techniques_T1559_001','_techniques_T1560_001','_techniques_T1566_001','_techniques_T1566_002','_techniques_T1566_003'
'_techniques_T1041'-33,0.051798588,0,1.345690314,0.024038021,0.132011165,0.001748472,0.137350709,0.021646909,0,0.021056773,0,0.02518607,0,0,3.600023695,0.034007453,0,0,0.1785989,0.343949524,0.325439522,0.021779265,0,0,0.000422144,0.128306642,3.358250421,4.284484161
'_techniques_T1041'-34,0.724819324,0,2.990583555,0.592040978,0.663521418,0.003595581,0.144812502,0.626190992,0,2.219962894,0.234130384,1.888385401,1.28951898,0.003918956,3.638789836,2.18038175,0.03083712,0.134110139,0.600252731,1.00010333,0.555287985,1.41117957,0,0,1.986653418,2.076321198,3.88031613,4.691637655
'_techniques_T1041'-35,0.600294859,1.317276036,0.666647053,1.641133806,1.906814133,1.893796049,1.934160403,1.53534493,1.580559399,0.161652073,0.110768626,0.164393022,0.614346307,1.617627692,0.12991717,0.103250355,1.639345345,1.95420066,1.66114612,1.174938952,1.228128231,0.486378294,0,1.594280285,0.0318856,0.029070038,0.048106159,0
'_techniques_T1041'-36,0.435092877,1.383959768,2.015785275,1.729291443,1.952679761,1.506484465,2.078530216,1.096476851,1.689715865,0.168999983,0.104781133,0.201899001,0.673869251,1.704162612,3.337656385,0.103351673,1.65368184,1.370272109,1.687684281,1.240522273,1.203438252,0.515502453,0,1.682759423,0.032746335,0.107442141,3.805710718,4.479413817
'_techniques_T1041'-37,0.72380935,0,2.990772161,0.59041458,0.625024748,0.00376665,0.148634866,0.622905161,0,2.186914534,0.234130384,1.89424445,1.322973482,0.003918956,3.584386802,2.175268294,0.03083712,0.13472381,0.600893146,1.016899471,0.557615521,1.364470963,0,0,1.99206696,2.0817286,4.03557995,4.479413817
'_techniques_T1041'-38,1.327764117,1.43426955,1.931574271,1.982673409,1.758938507,1.632318101,1.562692979,1.928754415,1.640146036,2.355052494,0.338109271,2.020301422,1.9060121,1.753206956,0.313152376,2.511987689,1.836460068,1.497088294,1.525967527,1.628182605,1.552125801,1.884332305,0,1.705104781,2.375973006,1.981971908,0.323575122,0
'_techniques_T1041'-4,0.237616712,0.011334762,1.160055926,0.158504512,0.092328742,0.003741801,0.019576993,0.32559943,0.000815619,1.280847548,0.234130384,1.892771916,1.306384473,0,3.376329908,1.792099152,0.03052844,0.020577633,0.132888679,0.444015076,0.212246337,0.572678937,0,0,1.99206696,2.579323103,4.766774605,4.560926944
'_techniques_T1041'-40,0.051773356,0,1.345690314,0.021407247,0.121831956,0.001761801,0.132032899,0.01956479,0.000815619,0.021056773,0.000332639,0.025332268,0.033454502,0,3.51460089,0.033915542,0,0,0.161968714,0.352498872,0.322124177,0.019003175,0,0,0.000422144,0.133476231,3.689995027,4.573247524
'_techniques_T1041'-41,0.445934227,0,2.003967112,0.203517172,0.222435677,0.003174383,0.152093304,0.337183881,0,1.321647769,0.234130384,1.872494089,1.322973482,0.003918956,3.837192706,1.747436073,0.03083712,0.019944309,0.374631826,0.786636134,0.557615521,0.687560389,0,0,1.989571261,2.003089833,3.912339122,4.479413817
'_techniques_T1041'-42,0.509683297,0,2.348540647,0.384050784,0.434758056,0.00376665,0.093352353,0.479696972,0,1.759596023,0.234130384,1.89424445,1.322973482,0.003918956,3.426740239,2.022588227,0.03083712,0.076336844,0.444879,0.951909365,0.536920161,0.996314797,0,0,1.994562658,2.031662245,4.023340934,4.479413817
'_techniques_T1041'-43,0.69681642,0,1.337067131,0.563306565,0.60406302,0.000752461,0.071059029,0.567423769,0,1.982945555,0.208274858,1.592092129,1.261870631,0,0.207093945,1.717961411,0.028455875,0.133331599,0.592003333,0.974527209,0.518005443,1.272933684,0,0,1.733429754,1.719993566,0.133116759,0
'_techniques_T1041'-44,0.053096583,0,0.961256597,0.024038021,0.116301112,0.001660961,0.071167412,0.021618736,0,0.020562963,0,0.023137835,0,0,3.755124679,0.034460158,0,0,0.160683661,0.356223082,0.322753652,0.020335298,0,0,0,0.089399298,3.539351226,4.691637655
'_techniques_T1041'-45,0.479425822,1.372889974,1.777406371,1.106411307,1.105557842,1.646455935,1.654759184,1.18611764,1.700831254,0.113498494,0.110768626,0.238960206,0.672268558,1.930314977,4.579304275,0.123467889,1.684069558,1.375330942,1.146408722,0.910051169,1.522841127,0.390234353,0,1.914399322,0.037234049,0.148917838,4.010292457,4.521314514
'_techniques_T1041'-46,0.051527109,0,1.345501708,0.021431583,0.131440155,0.001608454,0.126806033,0.019585516,0,0.020921346,0,0.022074531,0,0,3.649164278,0.033990035,0,0,0.159052641,0.349533595,0.322547644,0.019827891,0,0,0,0.128388035,3.42023617,4.3582368
'_techniques_T1041'-47,0.237616712,0,1.501808426,0.155681752,0.09416855,0.003595581,0.017885175,0.317289346,0,1.279358907,0.234130384,1.888385401,1.28951898,0.003918956,3.200381152,1.846378005,0.03083712,0.019944309,0.132888679,0.435699495,0.207903646,0.564004684,0,0,1.986653418,1.943237319,3.856688768,4.691637655
'_techniques_T1041'-48,0.642502032,1.372735409,2.136709319,1.709633519,1.959603257,2.050190782,2.056477375,1.620979534,1.666019467,0.167694393,0.110768626,0.225077359,0.657533027,1.728152402,3.920687429,0.128596251,1.639345345,2.062239597,1.835935018,1.290376132,1.487796612,0.526959987,0,1.671569006,0.034899596,0.132102879,4.002645428,4.479413817
'_techniques_T1041'-49,0.05279892,0,1.345690314,0.021692028,0.132011165,0.001748472,0.132837399,0.020127682,0,0.019780681,0,0.02518607,0,0,3.310101707,0.035264531,0,0,0.159812748,0.352498872,0.327673073,0.020584741,0,0,0.000422144,0.089742446,3.42023617,4.3582368
'_techniques_T1041'-5,0.051773356,0,1.295831156,0.021360825,0.123903971,0.001660961,0.125109454,0.019761993,0,0.019381775,0,0.023137835,0,0,3.74496406,0.034293876,0,0,0.173275835,0.340712914,0.328815439,0.020088726,0,0,0,0.13070601,3.539351226,4.691637655
'_techniques_T1041'-50,1.104461192,1.317276036,1.685036301,2.162848935,2.1116441,1.915293671,2.015358861,2.022789493,1.580559399,1.87596041,0.45338687,2.037138916,1.84303892,1.617627692,0.292517388,1.876296905,1.66168718,2.022004755,1.924307646,1.749571331,1.602589205,1.481596979,0,1.594280285,1.917000409,1.704354333,0.186546624,0
'_techniques_T1041'-51,0.347856503,1.372889974,0.81181069,0.518867109,0.274194418,1.125659912,0.910414553,0.723644972,1.700831254,0.052710125,0.110768626,0.235089198,0.64041475,1.930314977,3.892407359,0.115967733,1.684069558,0.838895467,0.682143079,0.804690916,1.482827875,0.270045504,0,1.914399322,0.032324191,0.063845132,3.898147576,4.691637655
'_techniques_T1041'-52,0.694751544,0,2.97019657,0.579639079,0.672729059,0.003522681,0.138142636,0.62251624,0,2.219955907,0.231680206,1.889625668,1.28951898,0,3.69371066,2.205983848,0.02885275,0.133310005,0.57674061,0.974400229,0.533956258,1.327649966,0,0.001246533,1.986653418,2.078962826,3.933833633,4.7291138
'_techniques_T1041'-53,0.725641849,0,2.990772161,0.596049033,0.661538595,0.003741801,0.141619552,0.623137784,0,2.220155037,0.234130384,1.894098252,1.28951898,0.003918956,3.492443716,2.175044439,0.03083712,0.134606491,0.605742555,1.025383811,0.551535939,1.367924024,0,0,1.99206696,2.072824858,3.694412536,4.284484161
'_techniques_T1041'-54,0.051527109,0,1.345690314,0.024038021,0.122969344,0.001761801,0.137350709,0.019409741,0,0.021056773,0,0.025332268,0.033454502,0,3.700200594,0.037201178,0,0,0.161968714,0.351438407,0.332159194,0.020548001,0,0,0.000422144,0.142672306,3.692452391,4.479413817
'_techniques_T1041'-55,1.190523234,1.355739596,1.685036301,2.077767254,2.234547485,1.941409311,1.984694827,2.05854684,1.63013864,2.040584435,0.500519885,2.245905288,1.85655589,1.684738752,0.301694882,1.997476459,1.702611051,2.051024065,1.910492889,1.799576722,1.629717909,1.565495439,0,1.641626319,2.011957765,1.680174036,0.195171804,0
'_techniques_T1041'-56,0.057859366,0,1.345501708,0.024038021,0.133450111,0.001660961,0.125109454,0.019895176,0,0.018887719,0,0.023137835,0,0,3.758251024,0.037287105,0,0,0.164271129,0.349533595,0.366404322,0.020088726,0,0,0,0.138184269,3.541756628,4.691637655
'_techniques_T1041'-57,1.125485039,1.361555212,3.329020684,1.513812226,1.227495766,1.351649173,1.31273118,1.595441462,1.745655974,2.147620573,0.344566372,2.103762713,1.914485763,1.708081568,4.330766219,1.979125918,1.711642389,1.193324621,1.2466253,1.278983836,1.788224108,1.181420753,0,1.720065903,1.978242011,2.062627297,4.19301559,4.49256179
'_techniques_T1041'-58,1.003596404,1.361555212,2.768434664,1.968082812,2.285797248,2.011173635,2.120598936,1.969745947,1.680480783,1.625245263,0.380606041,1.890186767,1.925646041,1.728152402,3.722473521,1.795769278,1.715434763,2.057882663,1.880237575,1.681586529,1.565829927,1.353260769,0,1.707304328,1.855881672,2.941579216,4.659566561,4.479413817
'_techniques_T1041'-6,0.511393277,0,2.901210722,0.591182535,0.629532751,0.003712557,0.147900943,0.479214786,0,2.181796078,0.234130384,1.891805651,1.28951898,0.003918956,3.457181845,2.026055644,0.03083712,0.077777267,0.448839878,0.902550272,0.548911619,1.411133331,0,0,1.986653418,2.032837204,3.973948619,4.479413817
'_techniques_T1041'-7,0.051527109,0,1.297397143,0.021626769,0.123654382,0.001660961,0.130481628,0.019866446,0,0.01934035,0,0.023137835,0,0,3.76294054,0.035251832,0,0,0.159812748,0.347871131,0.334935234,0.020495132,0,0,0,0.133329086,3.539351226,4.691637655
'_techniques_T1041'-8,0,0,0.500969695,0,0.0042472,0.001761801,0.005783159,0.003116256,0.000815619,0.000835287,0.000332639,0.025332268,0.033454502,0,3.16626341,0.010473743,0,0,0,0,0.009280664,0.001812396,0,0,0.000422144,0.029419966,3.689995027,4.573247524
'_techniques_T1041'-9,0.401747049,0,1.855373306,0.295143566,0.325384083,0.002388253,0.150652447,0.392629903,0,1.442967547,0.2083818,1.610555681,1.257889269,0,4.375728238,1.588039644,0.028542152,0.057594975,0.376235052,0.807643432,0.507509927,0.766984601,0,0,1.797211459,2.37047542,4.475067701,4.545344509
'_techniques_T1053_005'-10,0.635961548,1.359430657,0.595442846,1.768480709,1.948625333,2.125792604,2.112661256,1.628952386,1.889478385,0.166986115,0.110103349,0.179677579,0.622456489,1.739404744,0.136185698,0.111646699,1.841183624,2.171973428,1.784277689,1.19831165,1.37473799,0.529232937,0,1.914399322,0.03169067,0.029151277,0.051098402,0
'_techniques_T1053_005'-11,1.168947255,1.351274226,1.505439819,2.232538022,2.265459581,2.119159919,2.202807425,2.145740937,1.868029335,1.965963147,0.482477522,2.05869356,1.889160011,1.748271363,0.305011219,2.008328727,1.891434101,2.209930435,2.053714296,1.857236961,1.73606699,1.625751831,0,1.892148434,2.047554749,1.713138665,0.199021678,0
'_techniques_T1053_005'-12,0.596084578,1.47534445,0.595745944,1.756884357,1.972012194,2.011406552,2.13005745,1.498545946,1.666019467,0.166129167,0.110768626,0.176566733,0.614346307,1.698323821,0.132165673,0.104359687,1.639345345,1.994978042,1.87163693,1.19396958,1.289976777,0.529387968,0,1.682759423,0.032962142,0.028954098,0.050246598,0
'_techniques_T1053_005'-14,0.64145193,1.372889974,0.634364948,1.76925391,1.978041158,2.18321046,2.130068182,1.624418293,1.700831254,0.174365718,0.110768626,0.174507818,0.64041475,1.930314977,0.141988601,0.111502621,1.684069558,2.02197,1.761175046,1.238436666,1.380844866,0.546825558,0,1.914399322,0.032324191,0.029439366,0.055208488,0
'_techniques_T1053_005'-17,0.605615249,1.47534445,0.602879175,1.769729732,1.997941644,2.011406552,2.13005745,1.521015708,1.674490251,0.167834378,0.110768626,0.176566733,0.614346307,1.698323821,0.132576592,0.104503176,1.639345345,1.981196857,1.798335526,1.183178236,1.299299359,0.546825558,0,1.682759423,0.032962142,0.029031604,0.050246598,0
'_techniques_T1053_005'-2,0.605777532,1.383959768,0.597328896,1.659777071,1.024550521,2.015345478,1.950851317,1.527423299,1.680480783,0.160691004,0.106610645,0.18229055,0.625932281,1.722346485,0.091078004,0.108237456,1.643639757,1.35529257,1.729499879,0.857097957,1.302467328,0.35615931,0,1.750685085,0.032177994,0.02853629,0.051604636,0
'_techniques_T1053_005'-21,0.737575924,0,1.27568909,0.595260175,0.594426602,0.000820316,0.076109322,0.614846272,0,2.216471121,0.234130384,1.825411461,1.28951898,0.003918956,0.232192081,1.920878483,0.03083712,0.13419896,0.604336832,1.02283247,0.541304923,1.407864277,0,0,1.986653418,1.90214063,0.150024985,0
'_techniques_T1053_005'-22,1.360681127,1.372889974,1.804159066,2.608824177,2.294972195,1.91392698,2.04273953,2.264652043,1.700831254,2.037306744,0.493711368,2.273339836,1.923175244,1.930314977,0.301418954,2.488754103,1.713170354,2.084226102,1.951229992,1.928976988,1.781408922,1.701795056,0,1.914399322,2.426667128,1.983218235,0.329766954,0
'_techniques_T1053_005'-23,0.689454117,0,0.735798015,0.60041049,0.590825285,0.000759573,0.041400222,0.427015283,0,2.011259417,0.213623586,1.683615812,1.282760495,0,0.212807052,1.731758586,0.028753531,0.133563648,0.575655217,0.966170237,0.525449346,1.366055505,0,0,1.773450632,1.727070899,0.134764885,0
'_techniques_T1053_005'-25,1.273819408,1.47534445,1.818016422,2.036840081,1.795584576,1.490326635,1.589642368,1.821015915,1.666019467,2.421532741,0.326865672,1.881716344,1.928630308,1.698323821,0.307642165,2.352218888,1.668793406,1.475159538,1.597575982,1.612178087,1.549750992,1.878253701,0,1.682759423,2.2232678,1.837643172,0.308477762,0
'_techniques_T1053_005'-26,0.645286385,1.380748302,0.636787236,1.768480709,1.936544666,2.140739988,2.13005745,1.633811422,1.73158583,0.166986115,0.110768626,0.195636315,0.630566671,1.698323821,0.133532164,0.105799788,1.67385752,2.06107787,1.770425371,1.185188487,1.379469076,0.546825558,0,1.750685085,0.032205883,0.029151277,0.051098402,0
'_techniques_T1053_005'-27,0.62668488,1.40654097,0.603503227,1.745754785,1.858630916,2.18321046,2.062720665,1.492603703,1.646834587,0.156324153,0.103907957,0.174954389,0.629552898,1.751046782,0.133132941,0.103723726,1.789366193,1.993632446,1.651107851,1.158043281,1.286085486,0.546825558,0,1.671569006,0.032031797,0.028326771,0.050528727,0
'_techniques_T1053_005'-28,0.312859424,1.372889974,0.16433589,0.517292415,0.231113948,2.18321046,2.130068182,0.71466201,1.709395252,0.048232616,0.110768626,0.175891911,0.64041475,1.930314977,0.051047254,0.091834522,1.684069558,0.779115429,0.679677065,0.686974395,1.396645957,0.546825558,0,1.914399322,0.032324191,0.029856488,0.055208488,0
'_techniques_T1053_005'-29,0.34015507,1.372889974,0.159335148,0.513234536,0.257749037,1.111540653,0.858706858,0.712119264,1.700831254,0.050102895,0.110768626,0.174507818,0.64041475,1.930314977,0.051047254,0.091443836,1.684069558,0.83555337,0.677084394,0.79729523,1.240282836,0.26823188,0,1.914399322,0.032324191,0.028537731,0.055208488,0
'_techniques_T1053_005'-31,0.46130736,1.395892518,0.377217594,1.774463201,1.089407178,1.615581363,1.459934312,1.151126678,1.745655974,0.106187032,0.110768626,0.193469531,0.634621762,1.713402056,0.091034477,0.09353356,1.682541593,1.393481563,1.151774657,0.86955333,1.269049845,0.530382105,0,1.71881937,0.032453941,0.029800327,0.050564734,0
'_techniques_T1053_005'-34,0.678446686,0,1.246056601,0.60041049,0.618532679,0.000748133,0.071518726,0.581087829,0,2.003298742,0.208718076,1.635877328,1.271628872,0,0.212849784,1.719386539,0.028429417,0.130782609,0.567790159,0.976155264,0.523239393,1.258200157,0,0,1.775643511,1.710673328,0.133353514,0
'_techniques_T1053_005'-39,0.674321488,0,1.209582648,0.599277842,0.586116096,0.000743979,0.069693108,0.593975402,0,2.018286663,0.214172051,1.654680844,1.228692613,0,0.213382806,1.76675819,0.028059001,0.132213704,0.56848872,0.96344463,0.521976032,1.324337756,0,0,1.755285158,1.741675236,0.137418333,0
'_techniques_T1053_005'-4,0.700745293,0,1.198122544,0.584570542,0.593072719,0.001202192,0.068767193,0.560176276,0,1.993473382,0.231501915,1.579007353,1.360145151,0,0.208050159,1.695888442,0.028336813,0.135881755,0.602697424,0.949465224,0.52684123,1.27638487,0,0,1.751596229,1.666964938,0.13105653,0
'_techniques_T1053_005'-40,0.59446631,1.317276036,0.356709662,1.303720957,1.11645945,1.414099413,1.387994877,1.041421999,1.680480783,0.222741117,0.134919445,0.169871885,0.711828563,1.667833755,0.088651951,0.089583203,1.639345345,1.305062499,1.096013958,0.924451571,1.18473937,0.484362541,0,1.682759423,0.0318856,0.028524027,0.048106159,0
'_techniques_T1053_005'-43,0.417449602,0,0.330829562,0.206414892,0.19862924,0.000768905,0.017771977,0.308902343,0,1.252346151,0.21803039,1.70719629,1.271628872,0,0.129150629,1.530511568,0.028799833,0.019790962,0.338955966,0.747912044,0.532589488,0.629004323,0,0,1.861747976,1.71678439,0.116711477,0
'_techniques_T1053_005'-45,0.685793851,0,1.216712646,0.627567244,0.590399076,0.00075549,0.068073203,0.579167816,0,2.022619509,0.218735495,1.657455124,1.245281622,0,0.216466066,1.760666715,0.028323584,0.133079317,0.60159949,0.957530945,0.53336882,1.319485763,0,0,1.736649789,1.732656627,0.135410203,0
'_techniques_T1053_005'-46,1.105689747,1.467621109,1.538349687,1.696543466,1.395127248,1.304548011,1.256873326,1.557034084,1.680480783,2.128583,0.317789352,1.817372925,1.882536561,1.786746304,0.285533565,2.046471664,1.668021706,1.267671258,1.328629457,1.423655653,1.41686344,1.734858965,0,1.727894026,1.991187004,1.752053981,0.242084134,0
'_techniques_T1053_005'-48,0.464298116,1.54573774,0.377611877,1.847360125,1.087903872,1.615581363,2.13005745,1.628385587,1.864740315,0.166381153,0.110103349,0.195636315,0.642420014,1.733506128,0.091126049,0.111236514,1.836393588,2.184067685,1.147226029,1.23853279,1.278930146,0.377402762,0,1.71881937,0.032795068,0.028875262,0.054647191,0
'_techniques_T1053_005'-50,1.274936483,1.377831916,1.746259634,2.105933256,1.667458412,1.480374943,1.445358748,1.822042647,1.675145684,2.197621692,0.320805125,1.846932244,1.886869684,1.720878418,0.302717305,2.352845951,1.660376553,1.488254111,1.574277634,1.610602138,1.640912194,1.795084569,0,1.702309846,2.142773267,1.806975647,0.302563037,0
'_techniques_T1053_005'-51,0.479697301,1.478660461,0.359781859,1.847360125,1.143398427,1.615581363,1.473386537,1.627303546,1.868029335,0.105274228,0.110768626,0.197108849,0.638676853,1.748271363,0.092206217,0.099358969,1.86389284,1.467850707,1.140568429,1.209345637,1.264906832,0.378481109,0,1.892148434,0.032124831,0.028903393,0.052794212,0
'_techniques_T1053_005'-52,0.998007047,1.418932443,1.455590722,1.184848942,0.746933657,1.054619439,0.87676584,1.243937605,1.707283078,2.15768961,0.395201478,1.935568811,1.912313393,1.761351263,0.260404449,1.940943723,1.711295124,0.953853721,1.064673661,1.531589814,1.44231139,1.719272861,0,1.710898625,1.91729282,1.746012635,0.197109221,0
'_techniques_T1053_005'-54,0.558848208,1.397025274,0.559621019,0.71024903,0.176124235,1.05369009,0.808256029,1.010006639,1.723327475,1.481313348,0.499067234,2.274321779,1.904655239,1.780974239,0.186748766,1.958327218,1.734878267,0.729314681,0.467263917,0.778966981,1.132394628,0.947312367,0,1.727894026,2.265207345,1.840194803,0.200939645,0
'_techniques_T1053_005'-56,0.490979559,1.395892518,0.293000153,1.943880845,0.87472652,1.433037622,1.224612268,1.006610201,1.748550186,0.159195884,0.165802342,0.193898509,0.748412975,1.713402056,0.07655753,0.089403864,1.689165772,1.171867737,0.947600399,0.777118579,1.248347362,0.617900928,0,1.723853445,0.032453941,0.028819889,0.050564734,0
