,T1001,T1003,T1005,T1007,T1008,T1010,T1011,T1012,T1014,T1016,T1018,T1021,T1025,T1027,T1029,T1030,T1033,T1036,T1037,T1039,T1040,T1041,T1046,T1047,T1048,T1049,T1052,T1053,T1055,T1056,T1057,T1059,T1068,T1069,T1070,T1071,T1072,T1074,T1078,T1080,T1082,T1083,T1087,T1090,T1091,T1092,T1095,T1098,T1102,T1104,T1105,T1106,T1110,T1111,T1112,T1113,T1114,T1115,T1119,T1120,T1123,T1124,T1125,T1127,T1129,T1132,T1133,T1134,T1135,T1136,T1137,T1140,T1176,T1185,T1187,T1189,T1190,T1195,T1197,T1199,T1200,T1201,T1202,T1203,T1204,T1205,T1207,T1210,T1213,T1216,T1217,T1218,T1219,T1220,T1221,T1222,T1480,T1482,T1484,T1485,T1486,T1491,T1497,T1505,T1518,T1528,T1530,T1534,T1539,T1542,T1543,T1546,T1547,T1548,T1550,T1552,T1553,T1554,T1555,T1556,T1557,T1558,T1559,T1560,T1562,T1563,T1564,T1565,T1566,T1567,T1568,T1569,T1570,T1571,T1572,T1573,T1574,T1583,T1584,T1585,T1586,T1587,T1588,T1589,T1590,T1591,T1592,T1594,T1595,T1598,T1601,T1606
T1113,0.030243564,0.030973851,0.030052323,0.038022218,0.026571169,0.012761181,0,0.016109556,0.022679317,0.028293362,0.028135327,0.02865563,0.034776199,0.030560983,0.030790912,0.009095676,0.024069549,0.028503414,0.014982555,0.032988177,0.024155677,0.030136514,0.028025891,0.030240655,0.026925439,0.0273215,0.032423705,0.024816694,0.029741553,0.034707908,0.025246303,0.030112618,0,0.025161739,0.028164604,0.030562447,0.033650153,0.029566256,0.02918959,0.032205164,0.029400813,0.03108033,0.029182187,0.027527148,0.030613431,0.019427925,0.031346298,0.008306642,0.030277312,0.040325907,0.030552179,0.033149858,0.028329095,0,0.023493177,0.037994494,0.020157246,0,0.043089177,0.029794816,0.033249917,0.04167851,0,0,0.029087803,0.027282137,0.028777851,0.021081992,0.037262887,0.019842168,0,0.031692883,0,0.029405603,0.034462691,0.029050244,0.024176858,0.03667605,0.021131004,0.015754174,0,0.033650153,0,0.046345912,0.03135199,0,0,0.028089566,0,0,0.016566567,0.026159579,0.017137619,0.031619404,0.033961739,0.042546533,0,0.03994527,0.033650153,0.03904558,0.031832176,0,0.032253692,0.023496543,0.032219208,0,0,0,0,0.019904279,0.027131431,0.024015279,0.020273315,0.02777786,0.026168901,0.029343352,0.028748747,0.035416251,0.028441278,0.037419104,0.041181181,0.022915742,0.036592181,0.032478345,0.027146359,0,0.035252618,0.02761796,0.03029101,0.028369538,0.02267412,0.028518021,0.037590783,0.041588723,0.026798825,0.029963104,0.030391773,0.028948268,0,0.023137279,0,0.026999024,0.021523424,0.029367616,0,0,0,0,0,0.022589873,0,0
T1114,0.062783088,0.060107948,0.071019626,0.055006041,0.049395189,0.009554722,0,0.026075101,0.040219599,0.056394347,0.056097334,0.053360109,0.07509906,0.046187961,0.09388999,0.03712891,0.043474121,0.05340909,0.011217939,0.100094191,0.05862665,0.067482466,0.050402863,0.046901485,0.054727259,0.053207501,0.097625703,0.03987604,0.049394062,0.060332385,0.041669494,0.045924976,0,0.018839434,0.054459052,0.059984484,0.025194993,0.065188194,0.063878188,0.098747948,0.055662044,0.063283029,0.051932112,0.052001532,0.050735424,0.014546336,0.064476743,0.033908041,0.063757933,0.030193352,0.06163365,0.053628458,0.058803644,0,0.035325157,0.073010274,0.062294282,0,0.089110926,0.053210823,0.086085108,0.083232215,0,0,0.045018638,0.060039039,0.056565627,0.015784791,0.085649003,0.032635663,0,0.058575109,0,0.053911306,0.08922502,0.049663074,0.034549747,0.027460583,0.015821488,0.064309158,0,0.025194993,0,0.084360308,0.070767834,0,0,0.057099587,0,0,0.067625379,0.038118398,0.012831508,0.081863658,0.066221479,0.082183612,0,0.065520389,0.025194993,0.101090267,0.062843924,0,0.050322044,0.0377158,0.050181363,0,0,0,0,0.014902998,0.04839124,0.044148772,0.037547951,0.047867664,0.04707315,0.062236607,0.054272974,0.091693818,0.054859034,0.079779535,0.067547596,0.017157781,0.058726344,0.068813088,0.044980734,0,0.064926187,0.046717753,0.077547691,0.045347063,0.036733199,0.040980366,0.085689458,0.073010309,0.040547394,0.061427296,0.05292205,0.054744187,0,0.07055195,0,0.02021507,0.040210686,0.067670288,0,0,0,0,0,0.073347678,0,0
T1115,0.033028387,0.036050884,0.038078992,0.033549268,0.023494795,0.011219731,0,0.017678132,0.023765473,0.030281056,0.029744365,0.031188818,0.042379068,0.033790837,0.039330705,0.008133898,0.025222948,0.031662515,0.013172781,0.042321309,0.027749357,0.032505077,0.027694394,0.030821997,0.029363615,0.027946028,0.041877467,0.026553104,0.032580863,0.038659248,0.02645761,0.030693558,0,0.022122401,0.03337392,0.032554133,0.029585481,0.034485409,0.035338383,0.040934844,0.031736963,0.036506529,0.03106869,0.026977092,0.035513279,0.017081186,0.033626983,0.007428296,0.033321664,0.035454857,0.034763259,0.038050561,0.033174521,0,0.025111788,0.042015224,0.024968548,0,0.050571585,0.035748187,0.048148148,0.047798716,0,0,0.032757898,0.029062369,0.031308304,0.018535455,0.041113765,0.016857142,0,0.035750304,0,0.035712597,0.049904328,0.031256841,0.021330757,0.032245874,0.018578546,0.014088324,0,0.029585481,0,0.056098114,0.036698706,0,0,0.031565969,0,0,0.014814815,0.028463502,0.015067531,0.045787054,0.042469136,0.052964165,0,0.04612834,0.029585481,0.056540664,0.040045634,0,0.036448001,0.020749215,0.033372816,0,0,0,0,0.0175,0.029417979,0.025882066,0.022932498,0.030419162,0.031502213,0.035622251,0.032034026,0.051285148,0.035380896,0.041777767,0.047555556,0.020147702,0.041856199,0.038810866,0.028361549,0,0.039888131,0.032331004,0.03562562,0.032394152,0.020024478,0.028680722,0.042348087,0.04319208,0.029893059,0.032037086,0.032392294,0.03002606,0,0.029554353,0,0.023737756,0.01903237,0.033340493,0,0,0,0,0,0.027198929,0,0
T1119,0.061150594,0.069267748,0.073309048,0.059700547,0.039990035,0.021443995,0,0.034798029,0.045355577,0.055959907,0.054664998,0.058700583,0.081546,0.066155536,0.072360889,0.010494813,0.046938883,0.061034855,0.025176811,0.078098979,0.051047952,0.059543571,0.05022984,0.057973603,0.054530525,0.050800171,0.077637979,0.051142564,0.062502954,0.07418216,0.050284697,0.057989913,0,0.042281998,0.064886768,0.060192274,0.056546,0.066698984,0.06768266,0.075052612,0.059893664,0.071014615,0.058341694,0.048313653,0.069621545,0.032646848,0.061867775,0.009584406,0.0617482,0.067763993,0.065803225,0.074533378,0.063240331,0,0.049270332,0.079800628,0.045988752,0,0.096545651,0.070264372,0.095865246,0.090911673,0,0,0.064068112,0.052634103,0.058408609,0.035426357,0.075051378,0.029616879,0,0.068342962,0,0.070258612,0.099361884,0.059299305,0.038028641,0.061630743,0.035508716,0.018177549,0,0.056546,0,0.110336068,0.068979269,0,0,0.059372427,0,0,0.019114907,0.055680475,0.0287982,0.091164196,0.083730797,0.104388161,0,0.090399322,0.056546,0.112575142,0.078986893,0,0.071305018,0.036304803,0.063603003,0,0,0,0,0.033447318,0.056137687,0.049496003,0.044688085,0.058053157,0.061934295,0.068635828,0.060747501,0.102111162,0.06972945,0.077734805,0.093196287,0.038507806,0.081965212,0.074336697,0.053399532,0,0.077178381,0.063427933,0.065534998,0.063427265,0.034980746,0.054196444,0.078157779,0.080423916,0.058419534,0.05888993,0.061557299,0.055210814,0,0.054374293,0,0.045369387,0.032361639,0.061619738,0,0,0,0,0,0.047916135,0,0
T1120,0.068532325,0.084542456,0.094377442,0.053104401,0.032500041,0.02157195,0,0.042924598,0.049778241,0.061770428,0.059402317,0.06708645,0.102575058,0.080216211,0.089597132,0.002614467,0.051607885,0.074096537,0.025327039,0.097249965,0.058892092,0.066316279,0.051007347,0.063521927,0.061308388,0.053106506,0.097504889,0.059689771,0.073449395,0.088012573,0.057571584,0.063964259,0,0.042534292,0.081234535,0.066287887,0.056883406,0.084765824,0.084412836,0.092327213,0.069300651,0.090393088,0.065591983,0.047756862,0.086539666,0.03284165,0.067975972,0.002387667,0.069611375,0.068168336,0.077854279,0.092019555,0.07686302,0,0.059591603,0.093396376,0.056280116,0,0.117691494,0.089373441,0.135610355,0.108707904,0,0,0.078197836,0.056292253,0.065971222,0.035637744,0.083201636,0.024854115,0,0.081277898,0,0.09008072,0.140556677,0.068003634,0.033946536,0.061998489,0.035720594,0.00452839,0,0.056883406,0,0.141157554,0.082577062,0,0,0.069139524,0,0,0.004761905,0.066813988,0.028970037,0.12896028,0.109353741,0.135951908,0,0.112005073,0.056883406,0.159248066,0.103537642,0,0.087212943,0.031249514,0.072504633,0,0,0,0,0.033646896,0.066051976,0.058319674,0.055631744,0.067768936,0.078950932,0.08624905,0.07105303,0.144445787,0.090774779,0.088982373,0.115470521,0.038737579,0.100986742,0.091970618,0.059540585,0,0.094967753,0.079343674,0.0768798,0.078065575,0.030013657,0.059237976,0.089215936,0.087974222,0.070884403,0.06448602,0.071262836,0.0592767,0,0.067326159,0,0.045640103,0.026242166,0.070856654,0,0,0,0,0,0.054395857,0,0
T1123,0.034014995,0.035482114,0.038437548,0.033914208,0.025568644,0.0098635,0,0.01750595,0.023748602,0.031054459,0.030661163,0.031137079,0.042268819,0.0316503,0.04311852,0.012200847,0.025337191,0.031830058,0.011580467,0.046223809,0.029421459,0.034236943,0.028450183,0.030011926,0.030062226,0.028992929,0.045476015,0.025514515,0.03143962,0.037527744,0.02574757,0.02972488,0,0.019448264,0.032518873,0.033294255,0.026009214,0.036269225,0.035478982,0.045067837,0.031706587,0.03644741,0.030884761,0.028226565,0.033542267,0.015016427,0.034788076,0.011142444,0.03436025,0.031169105,0.034909255,0.035855813,0.033217194,0,0.024542036,0.041921318,0.027496854,0,0.050536746,0.034006579,0.047435897,0.047707929,0,0,0.030738095,0.030811636,0.031761376,0.016294905,0.043555935,0.019518001,0,0.035124772,0,0.03405809,0.049166099,0.030603024,0.021492004,0.028348021,0.016332787,0.021132487,0,0.026009214,0,0.053462387,0.037706833,0,0,0.031928595,0,0,0.022222222,0.026564087,0.013246181,0.045109731,0.040740741,0.050763031,0,0.043525123,0.026009214,0.055704263,0.038461346,0,0.034226975,0.021592973,0.032133647,0,0,0,0,0.015384615,0.028833494,0.02641893,0.02290708,0.029648532,0.029988131,0.035393199,0.031813363,0.050526492,0.033905868,0.04299147,0.044871795,0.017712265,0.039411829,0.038788111,0.027844403,0,0.038749818,0.030596504,0.038072693,0.030490626,0.020894739,0.027523312,0.044348569,0.043189321,0.027989378,0.033154413,0.031765505,0.030697747,0,0.032400639,0,0.020868357,0.02074531,0.03492427,0,0,0,0,0,0.031379103,0,0
T1124,0.043949125,0.046955042,0.045612279,0.053862044,0.036101181,0.019328937,0,0.02445145,0.03333423,0.04107725,0.040623158,0.042455484,0.052778366,0.047000927,0.043898095,0.009516661,0.035264972,0.042527982,0.022693579,0.04721286,0.034714856,0.042882307,0.040080904,0.0448878,0.039269738,0.039062913,0.046682618,0.037298239,0.04504909,0.052571607,0.037581079,0.044782515,0,0.038111652,0.043017797,0.044411271,0.050968771,0.04344299,0.044038389,0.045713967,0.043308515,0.046888964,0.043161772,0.038874529,0.047579673,0.029426834,0.045270943,0.008691107,0.044023492,0.061080313,0.045498592,0.051464771,0.04251934,0,0.035656145,0.056125603,0.028235642,0,0.064788141,0.046474153,0.053025641,0.062416248,0,0,0.045069763,0.038715894,0.042201812,0.031932194,0.053214883,0.026957685,0,0.047777251,0,0.045927794,0.054959725,0.043456569,0.034308716,0.055551996,0.03200643,0.016483339,0,0.050968771,0,0.072359895,0.046231925,0,0,0.041530293,0,0,0.017333333,0.040198815,0.025957784,0.050425364,0.053216117,0.066634175,0,0.062053679,0.050968771,0.062268333,0.049912935,0,0.049992679,0.03276181,0.048150534,0,0,0,0,0.030148352,0.040471649,0.035443743,0.030549814,0.041819835,0.040833131,0.044612757,0.042936959,0.056480425,0.044539833,0.054627227,0.063973626,0.034709715,0.05678844,0.049016616,0.040301381,0,0.053309179,0.042965286,0.043455178,0.04401953,0.031567657,0.042563329,0.054312503,0.060999216,0.041482716,0.043238492,0.045176442,0.041873865,0,0.032986436,0,0.040894526,0.02921503,0.042482239,0,0,0,0,0,0.030565759,0,0
T1125,0.025908904,0.030403566,0.034927613,0.018629254,0.013126656,0.006164687,0,0.015599609,0.017668794,0.023157389,0.022387557,0.024352707,0.03746654,0.027202398,0.036378323,0.004692633,0.018754602,0.027317501,0.007237792,0.039293859,0.023096821,0.025840601,0.018918842,0.022035497,0.022992385,0.020102919,0.039108513,0.020693162,0.025629874,0.031026641,0.020183346,0.02205858,0,0.012155165,0.028944661,0.024741888,0.016255759,0.032834993,0.031043868,0.037697661,0.025242757,0.033097894,0.023587355,0.018195958,0.029826769,0.009385267,0.025796919,0.004285556,0.026386462,0.01948069,0.028605694,0.031589446,0.028166943,0,0.021227179,0.034054212,0.022987663,0,0.043037774,0.031101045,0.049145299,0.039675953,0,0,0.026616518,0.022103213,0.024438885,0.010184316,0.032670046,0.011160242,0,0.029121332,0,0.031449304,0.05093785,0.024049354,0.011841421,0.017717513,0.010207992,0.008127879,0,0.016255759,0,0.049237803,0.031156371,0,0,0.025612051,0,0,0.008547009,0.022485778,0.008278863,0.046735307,0.038461538,0.047763569,0,0.038550823,0.016255759,0.057711624,0.036468746,0,0.029731655,0.011548982,0.02502129,0,0,0,0,0.009615385,0.023534152,0.021865768,0.020386796,0.023922724,0.027498845,0.031373764,0.0257296,0.052347267,0.031886225,0.033651423,0.03974359,0.011070166,0.034615104,0.033649961,0.020994719,0,0.033689163,0.027420116,0.030414412,0.026737865,0.011148071,0.020101982,0.034476652,0.031722229,0.024019933,0.024473358,0.025313388,0.022021729,0,0.027335839,0,0.013042723,0.010634937,0.02738272,0,0,0,0,0,0.023811768,0,0
T1127,0.070866779,0.073957258,0.048474701,0.137093215,0.080816728,0.058197584,0,0.04307422,0.064413713,0.070676999,0.070971127,0.075678989,0.068995601,0.092303214,0.020335761,0,0.067288284,0.067238183,0.0683282,0.02210404,0.042414077,0.060979098,0.081893567,0.096717227,0.064758887,0.072461284,0.022209105,0.072707352,0.086279409,0.095791378,0.073242595,0.096714688,0,0.114750547,0.064862792,0.077914609,0.153462104,0.048615324,0.057216986,0.020920944,0.073224481,0.062090185,0.081689171,0.07747927,0.08511612,0.088601387,0.075435763,0,0.069218232,0.183906994,0.071310468,0.094736111,0.062046486,0,0.068711797,0.092401904,0.012751487,0,0.094605477,0.075331776,0.031746032,0.097702276,0,0,0.087121398,0.060721141,0.071979847,0.09614479,0.075224473,0.062959937,0,0.081862304,0,0.071613308,0.032903953,0.083447377,0.087755752,0.167261759,0.096368307,0,0,0.153462104,0,0.114061995,0.060963526,0,0,0.065739949,0,0,0,0.081863079,0.078156409,0.030189266,0.074955908,0.095425978,0,0.112395487,0.153462104,0.037279558,0.068737631,0,0.095812786,0.079624569,0.098550957,0,0,0,0,0.09077381,0.071269389,0.059234734,0.047004855,0.078244879,0.065502167,0.060017732,0.073475994,0.033814383,0.063943897,0.083052749,0.115873016,0.104507638,0.10549639,0.067726719,0.081562475,0,0.085519943,0.074932752,0.046100684,0.082148545,0.07637577,0.096373295,0.075162542,0.119884414,0.08208514,0.072590689,0.083025022,0.078185926,0,0.015280943,0,0.123129515,0.06519146,0.057236355,0,0,0,0,0,0.012064116,0,0
T1129,0.057170874,0.06566193,0.06631065,0.065485831,0.04050499,0.026253963,0,0.034389641,0.043958305,0.053228443,0.052087131,0.056933292,0.075194289,0.067164459,0.056986349,0.00415938,0.046267569,0.058138185,0.030824063,0.061941548,0.04461609,0.05380106,0.050174208,0.059942476,0.051377524,0.049070441,0.062235968,0.051397247,0.062504131,0.073071816,0.050580845,0.060081525,0,0.051766007,0.061686759,0.057601367,0.069229477,0.060535291,0.061867778,0.058626191,0.057535055,0.066713418,0.057585078,0.047547738,0.069006973,0.039969657,0.05817113,0.003798561,0.057373735,0.082963707,0.061808185,0.074310802,0.058637221,0,0.04993021,0.075864671,0.035733144,0,0.089606066,0.068894789,0.088961039,0.085585724,0,0,0.064772671,0.048240942,0.055685351,0.04337262,0.067327011,0.030815619,0,0.066037192,0,0.068625971,0.092205849,0.059068775,0.041844618,0.075454746,0.043473452,0.007204257,0,0.069229477,0,0.107885442,0.062068994,0,0,0.055715418,0,0,0.007575758,0.057165591,0.035257742,0.084598558,0.081048581,0.101184404,0,0.08973443,0.069229477,0.10446749,0.076316878,0,0.071908081,0.038680725,0.065118068,0,0,0,0,0.040949675,0.054853548,0.047579977,0.042757655,0.057502768,0.060663365,0.063639468,0.058446008,0.094757124,0.067603648,0.071780111,0.092510822,0.047145249,0.081927431,0.06844302,0.053973289,0,0.074098069,0.062682913,0.055854014,0.0634787,0.03716481,0.05724499,0.070251783,0.080091424,0.059478602,0.055463428,0.060784433,0.053737448,0,0.042821371,0,0.055545908,0.032714638,0.055110297,0,0,0,0,0,0.035480006,0,0
T1132,0.080802834,0.057527406,0.058855278,0.111764851,0.100304217,0.019462799,0,0.020002214,0.054253327,0.075376688,0.077733722,0.064725421,0.066082714,0.040419578,0.1014647,0.075309345,0.058859853,0.04989582,0.022850742,0.106312124,0.071797472,0.087236457,0.080574741,0.064520955,0.069838806,0.079869609,0.100845554,0.043032859,0.053275319,0.06295642,0.049010864,0.061692952,0,0.038375593,0.045302977,0.080659591,0.051321753,0.053267058,0.058939778,0.10875787,0.063881139,0.048934354,0.066122878,0.085955859,0.039871776,0.029630628,0.087039044,0.068776389,0.080844657,0.061503323,0.067515353,0.043496568,0.058995754,0,0.030063471,0.080799288,0.066459404,0,0.088214277,0.037866172,0.035710945,0.087557483,0,0,0.03866637,0.085360457,0.071237132,0.03215334,0.113513465,0.064749978,0,0.061313264,0,0.037029402,0.037013485,0.059182594,0.070202764,0.05593672,0.03222809,0.130439612,0,0.051321753,0,0.058510965,0.077128996,0,0,0.065914635,0,0,0.137165972,0.034949017,0.026137553,0.033959748,0.041796715,0.052552553,0,0.052192673,0.051321753,0.041935581,0.03898591,0,0.042775836,0.076612973,0.059719327,0,0,0,0,0.030357143,0.051687956,0.046174364,0.030532621,0.053410309,0.033175174,0.054446606,0.060911795,0.038037623,0.035149323,0.097491866,0.05380752,0.034950095,0.048128759,0.064716459,0.05867801,0,0.057130857,0.035738312,0.09216019,0.037358556,0.074615323,0.057026655,0.10653614,0.100266463,0.035851285,0.083568382,0.060052179,0.07816157,0,0.076243831,0,0.041177739,0.081652877,0.082815046,0,0,0,0,0,0.095988933,0,0
T1133,0.060209578,0.060781647,0.055445716,0.083684284,0.057091923,0.029216066,0,0.030698816,0.048204168,0.057006197,0.056917064,0.057874258,0.066101054,0.061823239,0.053990358,0.016978913,0.049392617,0.053957053,0.034301788,0.057788779,0.046175574,0.057736621,0.058592963,0.063559779,0.053774445,0.056018613,0.056717063,0.050087866,0.060677509,0.070074316,0.050928953,0.063079159,0,0.057606507,0.054206449,0.061791526,0.077040293,0.051562274,0.055524294,0.056529999,0.057548979,0.056670835,0.05967297,0.057382222,0.061224066,0.044479234,0.062860253,0.015506021,0.060003078,0.092324087,0.060165462,0.06671434,0.054989916,0,0.045980856,0.074397179,0.034493959,0,0.083611071,0.058365701,0.056624003,0.081944648,0,0,0.059189019,0.054352918,0.057760423,0.048266136,0.072891096,0.041458013,0,0.063272134,0,0.05715852,0.058689336,0.059448385,0.053265687,0.083967928,0.048378345,0.02940834,0,0.077040293,0,0.09028106,0.060162222,0,0,0.055511083,0,0,0.030924835,0.053373273,0.039235697,0.053847269,0.064753675,0.08136969,0,0.080103793,0.077040293,0.066493912,0.060446381,0,0.06550247,0.051242005,0.065738229,0,0,0,0,0.045569823,0.053346021,0.046028847,0.037869181,0.056462812,0.051155142,0.056000473,0.057502111,0.060313232,0.054418629,0.07365923,0.082582213,0.052464412,0.073792125,0.062381245,0.056262627,0,0.067468055,0.054931701,0.05688245,0.057268544,0.049405631,0.060584842,0.073071347,0.085849904,0.054827253,0.060178608,0.060451143,0.059294242,0,0.040570087,0,0.061812875,0.046220872,0.056835241,0,0,0,0,0,0.040099849,0,0
T1134,0.033302969,0.031409644,0.026644369,0.051686387,0.036017499,0.017430654,0,0.015712059,0.026222296,0.031917722,0.032187659,0.031706632,0.03291562,0.032442286,0.026832397,0.012139843,0.027825856,0.027982604,0.020464856,0.02852476,0.024896267,0.031983684,0.034442742,0.03604821,0.029703841,0.0324055,0.027697676,0.027082261,0.032675021,0.0373428,0.0279978,0.035630326,0,0.034368729,0.027220314,0.034670632,0.045963158,0.025122494,0.027908479,0.028309521,0.031190563,0.027815752,0.033144053,0.034093929,0.031221694,0.026536842,0.035258266,0.011086732,0.033023895,0.055081652,0.031944844,0.034307674,0.028466644,0,0.02413772,0.039813188,0.017282384,0,0.04316257,0.028927287,0.022111111,0.043123573,0,0,0.030880108,0.030921489,0.03184688,0.028796153,0.040488425,0.025900561,0,0.033537412,0,0.028017872,0.022917603,0.032601247,0.03286937,0.050096268,0.028863098,0.021026824,0,0.045963158,0,0.044390605,0.031501451,0,0,0.029850367,0,0,0.022111111,0.028321427,0.023408485,0.021026824,0.030851852,0.038946554,0,0.040998179,0.045963158,0.025965212,0.028622176,0,0.034087343,0.031905685,0.036330103,0,0,0,0,0.0271875,0.028593424,0.024519315,0.019136979,0.030523803,0.025278258,0.02794395,0.030899562,0.023551718,0.026064729,0.040082588,0.042266667,0.031300894,0.038049599,0.031682488,0.031502936,0,0.034635744,0.027806134,0.030194072,0.029569107,0.030785764,0.034477506,0.039783267,0.048562331,0.028803779,0.033832603,0.032878793,0.033833808,0,0.020162724,0,0.036878299,0.029173362,0.03076514,0,0,0,0,0,0.021688424,0,0
T1135,0.08279875,0.060884616,0.065227752,0.106868446,0.097677508,0.017173058,0,0.021814406,0.074282687,0.076636576,0.078722909,0.066115874,0.071750999,0.042205895,0.109685802,0.075877647,0.059232189,0.053193185,0.02016242,0.115218086,0.074966555,0.089804033,0.079786355,0.06382825,0.071505168,0.08006631,0.109748782,0.044416683,0.054454815,0.064979134,0.049509977,0.061213567,0,0.033860817,0.049380813,0.081843858,0.0452839,0.05972897,0.063588218,0.117248545,0.06570568,0.054203839,0.066872283,0.085192722,0.042503584,0.026144672,0.088629916,0.069295392,0.083090333,0.054267638,0.07041503,0.0459636,0.062477185,0,0.031784272,0.084496792,0.072454938,0,0.093567703,0.041546994,0.047619048,0.091725126,0,0,0.040235665,0.086869357,0.072830185,0.028370594,0.116850088,0.063828703,0,0.063725605,0,0.041069804,0.049355929,0.060024451,0.06705838,0.049355929,0.02843655,0.13142394,0,0.0452839,0,0.064701163,0.081364957,0,0,0.068325788,0,0,0.138201058,0.036145182,0.023062547,0.0452839,0.047619048,0.059619611,0,0.055427912,0.0452839,0.055919338,0.044669496,0,0.044633833,0.073857397,0.059831221,0,0,0,0,0.026785714,0.05327287,0.048487652,0.033316653,0.05462459,0.036506751,0.059052843,0.062894156,0.050721575,0.039850504,0.100765066,0.057142857,0.030838319,0.050714399,0.069364928,0.058755421,0,0.060683232,0.038389143,0.097010469,0.039309759,0.071980693,0.055870298,0.11048156,0.100483003,0.037025826,0.084998445,0.061283625,0.078556782,0,0.08242143,0,0.036333299,0.079539618,0.086132393,0,0,0,0,0,0.101136192,0,0
