,T1001,T1003,T1005,T1007,T1008,T1010,T1011,T1012,T1014,T1016,T1018,T1021,T1025,T1027,T1029,T1030,T1033,T1036,T1037,T1039,T1040,T1041,T1046,T1047,T1048,T1049,T1052,T1053,T1055,T1056,T1057,T1059,T1068,T1069,T1070,T1071,T1072,T1074,T1078,T1080,T1082,T1083,T1087,T1090,T1091,T1092,T1095,T1098,T1102,T1104,T1105,T1106,T1110,T1111,T1112,T1113,T1114,T1115,T1119,T1120,T1123,T1124,T1125,T1127,T1129,T1132,T1133,T1134,T1135,T1136,T1137,T1140,T1176,T1185,T1187,T1189,T1190,T1195,T1197,T1199,T1200,T1201,T1202,T1203,T1204,T1205,T1207,T1210,T1213,T1216,T1217,T1218,T1219,T1220,T1221,T1222,T1480,T1482,T1484,T1485,T1486,T1491,T1497,T1505,T1518,T1528,T1530,T1534,T1539,T1542,T1543,T1546,T1547,T1548,T1550,T1552,T1553,T1554,T1555,T1556,T1557,T1558,T1559,T1560,T1562,T1563,T1564,T1565,T1566,T1567,T1568,T1569,T1570,T1571,T1572,T1573,T1574,T1583,T1584,T1585,T1586,T1587,T1588,T1589,T1590,T1591,T1592,T1594,T1595,T1598,T1601,T1606
T1547,0.038616816,0.053133223,0.050849217,0.032525214,0.019944409,0.013180703,0,0.063329212,0.027973242,0.035015804,0.033782448,0.037928362,0.055996163,0.046183612,0.04734765,0.001686388,0.02947922,0.050794772,0.063890591,0.051375706,0.032428078,0.038763553,0.02967676,0.036658914,0.034576177,0.030507468,0.051486176,0.035282881,0.041554658,0.049568262,0.033935598,0.040186373,0,0.025988929,0.051229422,0.037636177,0.034756399,0.051081021,0.046121526,0.048808062,0.040637838,0.05723457,0.037319959,0.027851652,0.048358317,0.020066616,0.038481623,0.001540097,0.039139036,0.041651617,0.043417201,0.05157627,0.042460232,0,0.093970457,0.054088504,0.031606966,0,0.064987137,0.049371335,0.071166864,0.060510166,0,0,0.044029612,0.031870002,0.037257174,0.021775061,0.046545032,0.018092911,0,0.045595211,0,0.049566249,0.073762641,0.03861779,0.020789952,0.037881772,0.021825683,0.00292091,0,0.034756399,0,0.077754538,0.045428043,0,0,0.03869101,0,0,0.003071532,0.0498804,0.017701017,0.067676976,0.059627468,0.074232271,0,0.062689699,0.034756399,0.083571682,0.056354843,0,0.049064651,0.019152821,0.055633502,0,0,0,0,0.020558631,0.051035375,0.051644964,0.062721426,0.041933077,0.043566368,0.061220977,0.039944765,0.075803604,0.049575073,0.049784475,0.064629324,0.023669095,0.056648592,0.050491201,0.04326321,0,0.05523529,0.044196262,0.041916162,0.04380902,0.018396623,0.034354566,0.049597176,0.05040342,0.040005982,0.036540032,0.041889524,0.033928751,0,0.035578543,0,0.027886614,0.016104925,0.039273988,0,0,0,0,0,0.02889038,0,0
T1548,0.071599262,0.075566062,0.068702878,0.097797191,0.064228639,0.036168835,0,0.040762699,0.056119966,0.067768468,0.067326884,0.070129447,0.081910008,0.078061761,0.062489698,0.014390742,0.059263238,0.067202589,0.044995716,0.067163792,0.054204506,0.06773278,0.068829695,0.077229491,0.064177005,0.065712669,0.066341875,0.062023007,0.075072782,0.086693945,0.062423344,0.077070559,0,0.071315564,0.068210394,0.073530568,0.095374156,0.063914919,0.068398573,0.065123614,0.069890749,0.071311835,0.072218341,0.066631249,0.077616496,0.055064295,0.074341258,0.01314237,0.071377927,0.11429515,0.073217632,0.084478457,0.067411423,0,0.060984145,0.090685193,0.039725975,0,0.10267593,0.074280262,0.074108607,0.100257858,0,0,0.074797417,0.063195328,0.06930579,0.059752394,0.085159769,0.047478075,0,0.07792074,0,0.072850791,0.076811683,0.072707695,0.062345651,0.103950413,0.059891306,0.024925497,0,0.095374156,0,0.115019791,0.072461094,0,0,0.06709224,0,0,0.026210826,0.067887151,0.048572913,0.070474462,0.082836505,0.104031485,0,0.10150012,0.095374156,0.087026189,0.077387338,0,0.082805508,0.059036795,0.081500307,0,0,0,0,0.056414419,0.066261896,0.057308717,0.048986295,0.069633686,0.065129476,0.070241932,0.070192965,0.078937011,0.069568275,0.087936091,0.104640544,0.064949766,0.093405749,0.076878332,0.068822606,0,0.084226224,0.069710394,0.066582041,0.07247667,0.056843607,0.073994002,0.086311169,0.103131539,0.069216974,0.071121514,0.0740353,0.070302975,0,0.046956763,0,0.076522954,0.051952272,0.067196275,0,0,0,0,0,0.043911865,0,0
T1550,0.048658943,0.049377971,0.041931543,0.07402904,0.048540522,0.027442199,0,0.025833803,0.039214786,0.046657255,0.046666266,0.047948115,0.051823901,0.052948432,0.036639417,0.010721956,0.04139079,0.044089641,0.032219139,0.039259386,0.035396584,0.045561624,0.049508734,0.054875561,0.043687576,0.046382798,0.038595762,0.042615252,0.051333352,0.058653115,0.04324865,0.054567458,0,0.054108902,0.043818936,0.050783997,0.072362757,0.039572332,0.043429666,0.038316407,0.047339165,0.044871483,0.050041412,0.048076461,0.051390594,0.041778657,0.05105755,0.009791845,0.048260842,0.086718589,0.048626145,0.056328962,0.043907838,0,0.039390462,0.060812747,0.023378452,0,0.066796029,0.048026665,0.03973064,0.066297771,0,0,0.050485021,0.04346085,0.047304743,0.045335636,0.057248767,0.0359087,0,0.052218338,0,0.046674662,0.041179795,0.050155566,0.047196517,0.078869778,0.045441032,0.018570973,0,0.072362757,0,0.073879644,0.046965605,0,0,0.044877221,0,0,0.01952862,0.046072697,0.036853484,0.037782324,0.051851852,0.065362435,0,0.067409299,0.072362757,0.046655932,0.048198169,0,0.055770192,0.044662166,0.056468619,0,0,0,0,0.04280303,0.044399447,0.037944173,0.030886155,0.047452088,0.042006566,0.044155304,0.047334722,0.042319213,0.043733954,0.058915764,0.069494949,0.049279011,0.062422767,0.0493552,0.047912891,0,0.055337969,0.045870558,0.042606603,0.048490671,0.043000518,0.052974078,0.05730567,0.072415575,0.046994426,0.048942745,0.050697275,0.04930346,0,0.027532033,0,0.058059878,0.039261195,0.044369065,0,0,0,0,0,0.026832465,0,0
T1552,0.052692464,0.061488411,0.066472984,0.045568493,0.031253155,0.015774868,0,0.036210066,0.037695549,0.047725845,0.046431551,0.050039545,0.072686325,0.056141993,0.067581609,0.009606455,0.039399558,0.054287627,0.027024428,0.072951015,0.045345337,0.051911624,0.041213617,0.047591692,0.046874348,0.042553316,0.072535991,0.043276093,0.052921561,0.063360977,0.042213842,0.048180952,0,0.03110395,0.058074617,0.051181453,0.041596992,0.060364119,0.060303537,0.070084214,0.051403635,0.064045123,0.049183388,0.039687068,0.060002363,0.024016034,0.052961832,0.008773112,0.053407134,0.049849295,0.057253344,0.063929645,0.055604555,0,0.051342598,0.069119321,0.043137581,0,0.084911721,0.06145086,0.089851548,0.079208846,0,0,0.054471983,0.04526204,0.050016791,0.026060727,0.065541707,0.023236539,0,0.058879742,0,0.061759968,0.093128839,0.050014311,0.028998272,0.045337486,0.026121313,0.016638868,0,0.041596992,0,0.096854294,0.061114942,0,0,0.051505755,0,0,0.017496882,0.048863064,0.021184849,0.085445398,0.074481704,0.092689861,0,0.077750529,0.041596992,0.10551322,0.07042866,0,0.060722222,0.027958815,0.055037997,0,0,0,0,0.024604885,0.050174593,0.04548661,0.044078822,0.049943433,0.054241711,0.06335704,0.052230373,0.095705652,0.06189818,0.067604454,0.080156139,0.028327536,0.07019297,0.06582686,0.04598854,0,0.067154444,0.054885464,0.058907119,0.054274197,0.026961976,0.044020412,0.06860282,0.067129158,0.049445637,0.050342214,0.052227562,0.046357724,0,0.050782989,0,0.033375128,0.025305215,0.054262951,0,0,0,0,0,0.044658598,0,0
T1553,0.065514294,0.073458473,0.071223769,0.078290436,0.049540666,0.030480443,0,0.038830579,0.050469628,0.06120857,0.060139957,0.064814538,0.082532822,0.075261191,0.063433172,0.007413731,0.053185253,0.065735815,0.035786258,0.068557601,0.050923583,0.0618656,0.058760408,0.068837549,0.058807663,0.057177241,0.068295573,0.058159615,0.070560707,0.082295802,0.057682727,0.068864046,0,0.06009953,0.06791772,0.066262222,0.080374348,0.066578026,0.068414167,0.065689064,0.065485169,0.073273823,0.06580933,0.056076154,0.076543487,0.046404151,0.067006129,0.006770603,0.065653289,0.096319575,0.069774532,0.082724114,0.065739763,0,0.056576392,0.08577082,0.040054816,0,0.100370261,0.074968209,0.086947571,0.096325587,0,0,0.072336603,0.056032618,0.063632567,0.050354938,0.077551264,0.037276131,0,0.074349551,0,0.074160613,0.090118941,0.067131986,0.049983169,0.087601789,0.050472003,0.012840959,0,0.080374348,0,0.116808975,0.069988015,0,0,0.063169663,0,0,0.013503126,0.064261057,0.040933691,0.082683827,0.086138047,0.107816248,0,0.099792356,0.080374348,0.102103062,0.080832122,0,0.080259315,0.046623279,0.074316689,0,0,0,0,0.047541937,0.062229907,0.054155179,0.047865421,0.065047102,0.065886439,0.069916632,0.066122832,0.092612473,0.072062751,0.081831938,0.102879942,0.054734902,0.091256339,0.076215579,0.061764403,0,0.083336639,0.069170327,0.063537653,0.070727593,0.044832052,0.065725594,0.080281296,0.092148461,0.066530024,0.06394044,0.069176374,0.062179016,0,0.04766572,0,0.064487936,0.040035388,0.062870996,0,0,0,0,0,0.041155327,0,0
T1554,0.026279174,0.016260489,0.018380359,0.034564108,0.034315987,0.003339206,0,0.004130405,0.016271044,0.024244056,0.025233805,0.019451144,0.01968439,0.008126928,0.037761765,0.030502117,0.018009107,0.01386822,0.003920471,0.039435192,0.024842708,0.029633975,0.025813778,0.01797822,0.022420984,0.026139414,0.037203874,0.011023822,0.013918845,0.016851676,0.013460472,0.016820708,0,0.006584048,0.012014611,0.025779271,0.008805203,0.01631485,0.018017649,0.040619739,0.019229833,0.013481757,0.019631988,0.028379983,0.008264586,0.005083686,0.0285031,0.027856111,0.026386895,0.010552041,0.020647814,0.008937367,0.017866169,0,0.006042262,0.024207218,0.024827158,0,0.02652465,0.008078582,0.009259259,0.026237826,0,0,0.007823602,0.029116132,0.022377648,0.005516504,0.038919255,0.021309801,0,0.017311733,0,0.007985795,0.009596986,0.016637815,0.02158241,0.009596986,0.005529329,0.052831216,0,0.008805203,0,0.012580782,0.025174807,0,0,0.020583578,0,0,0.055555556,0.00694131,0.004484384,0.008805203,0.009259259,0.011592702,0,0.01077765,0.008805203,0.010873205,0.008685735,0,0.008678801,0.024813532,0.015697383,0,0,0,0,0.005208333,0.014492177,0.013271773,0.007845846,0.014664421,0.007098535,0.015956234,0.01796744,0.009862529,0.007748709,0.031737954,0.011111111,0.00599634,0.009861133,0.01945347,0.016757095,0,0.015053713,0.007464556,0.032448721,0.007643564,0.024258081,0.015058303,0.035959603,0.030308939,0.007199466,0.027372861,0.016946193,0.024905849,0,0.028375401,0,0.007064808,0.027981663,0.02800372,0,0,0,0,0,0.036900025,0,0
T1555,0.061509265,0.073676895,0.077459754,0.058511573,0.036123942,0.023512588,0,0.038597699,0.045792445,0.056305798,0.054617532,0.060797442,0.086474835,0.072726506,0.070390508,0.003569245,0.047936561,0.065659409,0.02760549,0.076371637,0.050383803,0.059229098,0.049692552,0.06053589,0.055135682,0.050125221,0.076524907,0.054806652,0.066815348,0.079164198,0.053448171,0.060907249,0,0.046360728,0.069972341,0.060665348,0.062000705,0.071422801,0.071266663,0.072569668,0.062687897,0.077219699,0.060370605,0.046846708,0.07654872,0.035796124,0.061770679,0.003259619,0.062121839,0.07430084,0.068428996,0.081941917,0.066324903,0,0.054583318,0.083284795,0.044503744,0,0.101480479,0.077277001,0.105577372,0.095225157,0,0,0.07042485,0.051229152,0.059565066,0.038843758,0.0735971,0.027905606,0,0.072359172,0,0.077278214,0.109428255,0.062364072,0.037390774,0.067575947,0.038934061,0.006182114,0,0.062000705,0,0.121356595,0.070591781,0,0,0.061159969,0,0,0.006500906,0.061205456,0.031576215,0.100400058,0.092117543,0.114839994,0,0.099390017,0.062000705,0.123980151,0.086902484,0,0.078382128,0.034538356,0.068008812,0,0,0,0,0.036673811,0.059841519,0.052622637,0.048787138,0.061524467,0.068117381,0.072979465,0.063543166,0.112456063,0.076710681,0.078614477,0.102465155,0.042222458,0.090109796,0.078400882,0.055659119,0,0.083777891,0.069744168,0.064436924,0.069728759,0.033182615,0.057151664,0.077808871,0.082331962,0.06421045,0.058743208,0.065290622,0.05539277,0,0.052893686,0,0.049745941,0.029174818,0.061411984,0,0,0,0,0,0.043387873,0,0
T1556,0.06665252,0.06506775,0.064678058,0.082645081,0.061258021,0.024889782,0,0.030787224,0.050942857,0.062107784,0.062070395,0.061258205,0.073945831,0.060576521,0.072840207,0.027434928,0.051824014,0.057275254,0.029222416,0.077725759,0.054847767,0.06636178,0.061655743,0.06333111,0.05899609,0.060640094,0.075919664,0.050295197,0.061468932,0.072076418,0.051665184,0.062508998,0,0.049076197,0.057913172,0.066915472,0.065632249,0.059138499,0.062531945,0.076529481,0.06140558,0.062126487,0.062177541,0.061551289,0.061602597,0.037892797,0.069390606,0.025054995,0.066807703,0.078652836,0.065598584,0.066617373,0.060583329,0,0.045037834,0.079847644,0.046707492,0,0.091948716,0.060216162,0.069016698,0.088903673,0,0,0.058315588,0.06183173,0.062493978,0.041118939,0.084458402,0.042844293,0,0.066570894,0,0.059524547,0.071534048,0.060966838,0.052414448,0.071534048,0.041214532,0.047518689,0,0.065632249,0,0.093774672,0.068901413,0,0,0.060778032,0,0,0.049969079,0.051739158,0.033425717,0.065632249,0.069016698,0.086409722,0,0.08033448,0.065632249,0.081046728,0.064741763,0,0.064690075,0.052262767,0.065418807,0,0,0,0,0.038821892,0.055546424,0.048614802,0.039948395,0.057980339,0.052911084,0.062140728,0.061081832,0.073513348,0.057757354,0.082391417,0.082820037,0.044695538,0.073502946,0.069266183,0.057209118,0,0.07089554,0.055639329,0.069398087,0.056973625,0.050541395,0.058990928,0.084249917,0.08918484,0.053663405,0.066350203,0.062458808,0.063379184,0,0.054734468,0,0.052659691,0.049684463,0.065842888,0,0,0,0,0,0.056252314,0,0
T1557,0.06719397,0.063987425,0.048925377,0.115286584,0.076627905,0.041894712,0,0.033613842,0.060300712,0.065416212,0.066082387,0.066087857,0.06383115,0.070893265,0.041911398,0.018962069,0.058729006,0.05745207,0.049187441,0.044554818,0.046860752,0.062573783,0.073185609,0.078912829,0.060342845,0.067258675,0.043262938,0.058487591,0.070075263,0.079042717,0.060220439,0.078223363,0,0.08260551,0.05513771,0.07142468,0.11047281,0.047196679,0.05394168,0.044218622,0.064454751,0.054722841,0.070094703,0.071651676,0.066583527,0.063781507,0.071560614,0.017317143,0.066231226,0.132389182,0.064553469,0.073698458,0.056626356,0,0.052762095,0.081648233,0.026994565,0,0.085927211,0.060129767,0.034536892,0.087295443,0,0,0.067153591,0.061500813,0.065375432,0.069211778,0.078728258,0.056324792,0,0.069699805,0,0.057642351,0.035796608,0.069555225,0.073459586,0.120406772,0.069372681,0.032843268,0,0.11047281,0,0.091592075,0.060740519,0,0,0.060315813,0,0,0.034536892,0.062456251,0.056262477,0.032843268,0.061747776,0.078304117,0,0.087710102,0.11047281,0.040556882,0.056930953,0,0.073970304,0.069904895,0.079249131,0,0,0,0,0.065345369,0.060046913,0.050864671,0.03924164,0.064876769,0.052400152,0.05463577,0.063945907,0.036787076,0.052440199,0.07982975,0.090423862,0.075231944,0.08192574,0.062240893,0.067882642,0,0.071519864,0.058913922,0.05502719,0.063739181,0.067336759,0.076632826,0.077204679,0.103305653,0.063001626,0.068773241,0.069656861,0.070654201,0,0.031493569,0,0.08863728,0.061999259,0.059340575,0,0,0,0,0,0.033876667,0,0
T1558,0.050690644,0.056332069,0.047317489,0.084094735,0.049574017,0.035699144,0,0.031219422,0.043805741,0.049408219,0.049130589,0.053173703,0.058881014,0.064805931,0.032722088,0,0.045828885,0.050485095,0.041913393,0.03556741,0.034769662,0.045149181,0.053605244,0.064087248,0.046110488,0.048807029,0.035736468,0.050351322,0.060205658,0.067978298,0.050228343,0.064182734,0,0.070389456,0.051380893,0.0541589,0.094135622,0.044821225,0.04861302,0.033663701,0.052228163,0.052566451,0.056197068,0.050565452,0.062154825,0.054349227,0.053060748,0,0.049978646,0.112810907,0.053206464,0.068238191,0.048772557,0,0.048220645,0.066971243,0.020518302,0,0.074516906,0.058461042,0.051082251,0.073499389,0,0,0.061609963,0.042897872,0.050902256,0.058976447,0.056019652,0.038620432,0,0.05913357,0,0.056957434,0.052945451,0.057637868,0.053830503,0.102600507,0.059113555,0,0,0.094135622,0,0.090092905,0.049658847,0,0,0.048299549,0,0,0,0.056705562,0.047942143,0.048577274,0.063684463,0.080194597,0,0.081462234,0.094135622,0.059986199,0.059280325,0,0.067972303,0.048842731,0.066733991,0,0,0,0,0.055681818,0.050648293,0.042688979,0.036376195,0.054775256,0.051167415,0.050438025,0.052698828,0.054410417,0.053649739,0.061329655,0.083982684,0.064106324,0.075724625,0.0554291,0.05508919,0,0.064468581,0.055571148,0.041157619,0.05886402,0.046849876,0.063177196,0.057692458,0.08096769,0.057551446,0.050894707,0.057984734,0.05306674,0,0.024588427,0,0.075529222,0.039989277,0.044710526,0,0,0,0,0,0.01941226,0,0
T1559,0.056096741,0.062020716,0.053984988,0.077107778,0.048233807,0.032128643,0,0.033460486,0.04623548,0.052200478,0.052817207,0.056085078,0.065653639,0.067476706,0.040727688,0.00162678,0.047006825,0.055352192,0.037721365,0.046445303,0.040576427,0.051473904,0.054444396,0.064313569,0.049519094,0.051294393,0.044264267,0.052338969,0.063110827,0.072482048,0.051526875,0.064362826,0,0.063349353,0.056619695,0.058188004,0.084720511,0.051310879,0.054259249,0.044361077,0.056702846,0.058718801,0.058948299,0.051695135,0.066718758,0.04891341,0.058003539,0.001485659,0.055802573,0.101527961,0.059003317,0.072734607,0.054460826,0,0.050186623,0.072597221,0.025599459,0,0.083142694,0.063507843,0.060929589,0.080234905,0,0,0.064580961,0.047811746,0.054205634,0.053077832,0.06419551,0.035701612,0,0.063698655,0,0.062158606,0.063151966,0.060257487,0.050463755,0.092338769,0.053201227,0.006440377,0,0.084720511,0,0.09819432,0.05539485,0,0,0.053633491,0,0,0.002962963,0.058289983,0.04314714,0.057941717,0.070316153,0.088379946,0,0.087309943,0.084720511,0.071549987,0.065618488,0,0.071459609,0.045037384,0.068042157,0,0,0,0,0.050112721,0.053758645,0.045932536,0.039646335,0.057293659,0.055653375,0.056642474,0.056549095,0.064899339,0.059109026,0.068849472,0.090011322,0.057694638,0.080462815,0.061420521,0.056493289,0,0.070411913,0.059837949,0.047220495,0.062450073,0.043224164,0.062388845,0.065960123,0.083718841,0.05984472,0.055483474,0.060594102,0.054463457,0,0.030604091,0,0.067975058,0.037282554,0.049793114,0,0,0,0,0,0.024934779,0,0
T1560,0.065153907,0.071859533,0.077843433,0.063186024,0.044576673,0.020865128,0,0.034964948,0.04658597,0.059488651,0.058324775,0.061321984,0.085656273,0.066405346,0.081495599,0.016034808,0.049264186,0.062978292,0.024497179,0.087735551,0.055692308,0.064448899,0.053564842,0.059713143,0.057879716,0.054478593,0.086881043,0.05203012,0.063953046,0.076152021,0.051732276,0.059481086,0,0.041140623,0.06691432,0.063881464,0.055019577,0.070195175,0.071369075,0.084771906,0.062577124,0.073776471,0.060811628,0.052173675,0.070337508,0.031765568,0.066141588,0.014643816,0.065832577,0.065934747,0.069051844,0.075171936,0.066390514,0,0.049344384,0.083073781,0.051705494,0,0.101239503,0.071512548,0.101100288,0.095072856,0,0,0.06447684,0.057212892,0.061636665,0.034470045,0.081576277,0.031875942,0,0.07065205,0,0.071691278,0.104787872,0.061223413,0.040161191,0.05996706,0.034550181,0.027773102,0,0.055019577,0,0.112506483,0.073698079,0,0,0.062545086,0,0,0.029205273,0.055759446,0.028020811,0.096142522,0.085954786,0.1070625,0,0.091235602,0.055019577,0.118722685,0.081182912,0,0.071788247,0.039189825,0.065032945,0,0,0,0,0.032544429,0.057964971,0.051128121,0.045835022,0.059755476,0.063079187,0.071891646,0.063226077,0.107687283,0.071505865,0.082827145,0.094058441,0.037468312,0.082635057,0.078068607,0.055253763,0,0.079402013,0.064210051,0.072036291,0.06393299,0.037831053,0.055347421,0.084382534,0.084180263,0.058727041,0.06297714,0.063602561,0.0586184,0,0.061238408,0,0.044144669,0.036116047,0.066579787,0,0,0,0,0,0.05596849,0,0
T1562,0.051383663,0.054017201,0.044437983,0.07977768,0.050558511,0.031009343,0,0.031492195,0.042825464,0.049476398,0.04936932,0.051635808,0.055580591,0.058992891,0.035631189,0.007937442,0.044480257,0.048417234,0.040144792,0.038310475,0.036437707,0.047356709,0.052704237,0.059956621,0.046318612,0.048994614,0.037863148,0.046860088,0.0563245,0.064148173,0.047250251,0.060013052,0,0.061142383,0.048221187,0.053960809,0.081769012,0.042150466,0.046365351,0.037117463,0.050930139,0.049007568,0.05405964,0.050693979,0.057069695,0.047209361,0.053831968,0.007248883,0.050888833,0.097990922,0.052078923,0.062614218,0.047051454,0,0.048337,0.06543696,0.022641378,0,0.071668415,0.053157348,0.042692899,0.071263819,0,0,0.056211046,0.045141564,0.050453458,0.051228702,0.059264698,0.038008288,0,0.056709908,0,0.051593904,0.044250101,0.054618847,0.050930274,0.089121864,0.051347798,0.013748054,0,0.081769012,0,0.081695821,0.049406734,0,0,0.047867079,0,0,0.014456997,0.052311989,0.041643977,0.04059932,0.057123793,0.072047439,0,0.074889984,0.081769012,0.050134531,0.053059351,0,0.062077664,0.047529913,0.063021757,0,0,0,0,0.04836689,0.049314795,0.042310205,0.035993929,0.052019029,0.046477899,0.048597315,0.051093882,0.045474472,0.048210845,0.062139193,0.077207088,0.055684667,0.069409428,0.05290595,0.052841823,0,0.060478459,0.050896001,0.043419751,0.053926281,0.045705825,0.058265319,0.059678492,0.078040808,0.052365956,0.051604559,0.055151068,0.052482534,0,0.026774419,0,0.065606937,0.040861598,0.046160632,0,0,0,0,0,0.024910828,0,0
T1563,0.082911876,0.081550233,0.039925116,0.1887841,0.111288609,0.080140936,0,0.049564855,0.079973982,0.085020525,0.086356569,0.090491413,0.067844814,0.110467649,0,0,0.083404257,0.075090132,0.094091291,0,0.043562994,0.068928151,0.105920374,0.123510098,0.076195138,0.090924164,0,0.088430944,0.10401243,0.113172036,0.090085302,0.123309355,0,0.158017147,0.068950927,0.094354865,0.211324865,0.043467753,0.056543845,0,0.085973026,0.061602994,0.10011604,0.100516487,0.097337824,0.122008468,0.090082813,0,0.080033519,0.253248976,0.080075526,0.109874934,0.066448208,0,0.082277947,0.106325479,0,0,0.101120689,0.081657909,0,0.108928754,0,0,0.10336735,0.072130537,0.08540228,0.132396104,0.084610038,0.08669893,0,0.09460171,0,0.075828752,0,0.101800795,0.120843986,0.230327669,0.132703898,0,0,0.211324865,0,0.121590662,0.063027455,0,0,0.074797033,0,0,0,0.099538804,0.107625219,0,0.074074074,0.095450692,0,0.129331794,0.211324865,0,0.066785086,0,0.113240396,0.109646948,0.122941871,0,0,0,0,0.125,0.084054341,0.068655025,0.051084656,0.093968665,0.070567427,0.060033276,0.085676305,0,0.064074675,0.094091291,0.133333333,0.143912157,0.122891641,0.069679759,0.102035435,0,0.095172626,0.084582841,0.042969802,0.095900638,0.105173192,0.124457406,0.082303671,0.149986766,0.098402153,0.08702038,0.099987577,0.097286635,0,0,0,0.169555397,0.089771846,0.061662423,0,0,0,0,0,0,0,0
T1564,0.061919296,0.075124583,0.080387522,0.054020635,0.033142174,0.021877966,0,0.040276053,0.045265866,0.056295998,0.054390046,0.060910887,0.088879915,0.073028042,0.074425066,0.002837672,0.047557154,0.066610497,0.0279523,0.080746842,0.051621898,0.059399764,0.048255334,0.059409137,0.055462777,0.049333398,0.080905625,0.055023355,0.066760384,0.079472451,0.052776802,0.059951772,0,0.043137675,0.071884457,0.060551765,0.057690343,0.07379913,0.073227935,0.076731517,0.062557078,0.078708329,0.060103578,0.045330971,0.077283549,0.033307535,0.061829589,0.002591509,0.062694893,0.069135359,0.069361661,0.082518234,0.067639514,0,0.056778059,0.084584092,0.047082083,0,0.103511072,0.078633688,0.111561717,0.096612272,0,0,0.070589311,0.051204587,0.059801498,0.036143294,0.074447568,0.025774465,0,0.072971215,0,0.078850805,0.115630876,0.062143137,0.034529062,0.062877988,0.03622732,0.004914992,0,0.057690343,0,0.123733222,0.072284792,0,0,0.061876986,0,0,0.005168443,0.061528942,0.029381,0.106090942,0.094596229,0.117815127,0,0.100234903,0.057690343,0.131007604,0.089355457,0,0.078632057,0.031816343,0.067450686,0,0,0,0,0.034124205,0.060224386,0.05336698,0.05050667,0.061711232,0.069365527,0.075536724,0.063988202,0.118830306,0.07868632,0.079619623,0.103336182,0.039287103,0.090667118,0.080281005,0.055462595,0,0.084223482,0.070565578,0.066527403,0.070130234,0.030560703,0.055794279,0.079175928,0.081420926,0.064206512,0.05873425,0.064802638,0.054781566,0,0.055925382,0,0.046287544,0.026762346,0.062640378,0,0,0,0,0,0.045501176,0,0
T1565,0.059967353,0.064794138,0.068054367,0.062274936,0.043880537,0.020607669,0,0.031686104,0.043220833,0.055072082,0.054188881,0.056495155,0.075926933,0.06072708,0.070768133,0.015686803,0.04589169,0.056920867,0.024194904,0.076093657,0.050261761,0.059071111,0.050804984,0.056098094,0.053293501,0.051118632,0.07521141,0.047950178,0.058810575,0.069700322,0.047911274,0.055817162,0,0.040632981,0.059779656,0.059221086,0.05434068,0.061686339,0.063386757,0.073715536,0.057403711,0.065274742,0.056384518,0.049613605,0.06363083,0.031373606,0.06118921,0.014326,0.060459544,0.065121165,0.06272379,0.068234052,0.059676992,0,0.045131433,0.07586498,0.044965757,0,0.090937643,0.0638849,0.084920635,0.086132914,0,0,0.058832685,0.053036303,0.056791891,0.034044713,0.074757622,0.031395502,0,0.064439846,0,0.063762556,0.088018073,0.05659203,0.039584179,0.059227115,0.03412386,0.02717034,0,0.05434068,0,0.100184907,0.066167327,0,0,0.057059786,0,0,0.028571429,0.051219376,0.027675056,0.080756288,0.075661376,0.094390303,0,0.082679968,0.05434068,0.099722819,0.071312465,0,0.065441953,0.038606597,0.060463242,0,0,0,0,0.032142857,0.053096493,0.046688178,0.041093242,0.054955926,0.056282778,0.063822665,0.057863686,0.090453476,0.063057399,0.075680525,0.085238095,0.037005983,0.075079222,0.069672159,0.051519061,0,0.07160184,0.057887783,0.064429978,0.058114824,0.037266409,0.052214276,0.076764521,0.078629248,0.053729121,0.058317646,0.05858155,0.05477225,0,0.053177445,0,0.043599959,0.035551076,0.060392296,0,0,0,0,0,0.049439049,0,0
