,T1001,T1003,T1005,T1007,T1008,T1010,T1012,T1014,T1016,T1018,T1021,T1025,T1027,T1029,T1030,T1033,T1036,T1037,T1039,T1040,T1041,T1046,T1047,T1048,T1049,T1052,T1053,T1055,T1056,T1057,T1059,T1068,T1069,T1070,T1071,T1074,T1078,T1080,T1082,T1083,T1087,T1090,T1091,T1092,T1095,T1102,T1104,T1105,T1106,T1110,T1112,T1113,T1114,T1115,T1119,T1120,T1123,T1124,T1125,T1129,T1132,T1133,T1134,T1135,T1136,T1137,T1140,T1176,T1185,T1189,T1190,T1195,T1197,T1201,T1203,T1204,T1210,T1217,T1218,T1219,T1221,T1222,T1480,T1482,T1484,T1485,T1486,T1497,T1505,T1518,T1542,T1543,T1546,T1547,T1548,T1550,T1552,T1553,T1554,T1555,T1556,T1557,T1558,T1559,T1560,T1562,T1564,T1565,T1566,T1567,T1568,T1569,T1570,T1571,T1572,T1573,T1574,T1583,T1584,T1585,T1587,T1588,T1589,T1598
T1555,0.862669391,2.054087817,1.764812578,0.599939748,0.785030412,0.803222123,0.670818955,0.644833253,0.728728926,0.859290085,1.290554249,0.925175775,1.2767319,0.638697199,0.483682983,1.09110901,1.243080395,0.363636364,0.270396271,0.687353313,1.103595455,0.776555701,1.142103455,0.817318172,0.798220019,0.241046832,0.803270905,0.892493,1.150506866,0.794201045,2.710468836,0.496374262,0.876027904,2.538266093,2.273788331,1.137387146,1.168446267,0.678845568,1.095255201,1.476568814,1.151062986,0.686365878,1.046709989,0.727272727,0.955990413,0.750911381,0.741021324,3.575258347,1.552010507,0.8930216,0.590650158,1.099089559,0.717784993,1.014563291,0.838522943,1.042234848,0.80138133,0.725121174,0.965403776,0.903282828,0.739733954,1.081395245,0.856853832,0.677130459,0.722591171,0.888888889,1.444282726,0.831168831,0.498622589,0.762909498,0.694452457,0.8815427,0.872727273,0.727272727,1.014069191,1.663836263,0.431168945,0.045454545,2.353797082,0.834567647,0.792651815,1.034564976,0.808080808,0.681818182,0.808080808,1.364240531,0.999838273,0.87948541,0.771900035,0.909328872,0.717712595,1.256965788,0.782244766,1.065471516,0.759168658,1.857311208,1.252163012,0.866160218,0.775757576,1.420113249,0.618203463,0.886700337,0.895104895,0.827966515,1.404256233,0.866437027,1.156966819,0.847632576,1.081720849,1.016017316,0.549141414,0.843163801,0.606091757,1.855410954,0.647132035,1.755986251,1.145354528,0.984772232,0.848484848,0.393939394,0.848484848,0.536152091,0.660458754,0.461779449
T1556,1.060644183,2.220299677,2.074798291,0.834001671,1.102310548,0.94755102,0.724123496,0.8148904,0.949930934,1.20136603,1.532042871,0.968406594,1.343514711,0.822294372,0.711538461,1.342371397,1.370987658,0.375,0.571428571,0.883928571,1.77204464,0.958102621,1.311499009,0.993513431,1.043289462,0.519480519,1.26787105,0.985473083,1.202933826,0.974718032,3.331848214,0.503214985,0.940466472,2.710173289,3.713247034,1.201151847,1.240752551,0.856630212,1.648854637,1.556646237,1.367553978,0.925929281,1.108067889,0.75,1.261008878,1.004708386,0.871693122,4.062774782,1.603125,0.929064039,0.609147106,1.210902256,0.916156462,1.011734694,0.951380552,1.0625,0.866945655,1.000368548,0.962962963,0.892857143,1.178891711,1.257936508,0.933571429,1.028025295,0.895176252,0.916666667,1.546350589,0.857142857,0.61038961,0.82336044,0.737179487,0.909090909,0.9,0.75,1.000852638,2.075272464,0.517444643,0.428571429,2.447365603,1.069495166,0.778091474,1.002506266,0.833333333,0.830357143,0.833333333,1.372789116,1.050919118,0.918443015,0.906455255,1.074863352,0.790454397,1.387673662,0.868497904,1.082891499,0.805319475,1.925736962,1.315383381,0.928798186,0.8,1.418046576,0.772448979,0.884920635,0.923076923,0.868124852,1.468027211,0.963249661,1.212511091,0.85,1.949659999,1.010204082,0.884047619,0.942612942,0.811943281,2.189648144,0.845408164,2.989592525,1.192273247,1.225583567,0.875,0.660714286,0.875,0.746188388,0.840277778,0.738453276
T1557,1.034670157,2.050111677,1.842793862,0.746783626,1.087717614,0.932244898,0.680559916,0.745275888,0.912691519,1.0310237,1.441074754,0.95467033,1.313402666,0.815151515,0.711538461,1.203882556,1.251850742,0.375,0.571428571,0.879464286,1.625801646,0.933739387,1.243137019,0.967872406,1.008035363,0.441558441,0.888708092,0.854080783,1.165975146,0.849247768,3.074212026,0.491473302,0.900116618,2.523271465,3.447582874,1.163521718,1.198660714,0.856630212,1.285922527,1.479828863,1.261742088,0.918410484,1.048906049,0.75,1.238006457,0.987028046,0.867724868,3.862729214,1.514508929,0.919211823,0.594878385,1.151708817,0.91207483,1.011734694,0.894657863,1.035119048,0.818906214,0.820935514,0.962962963,0.892857143,1.143710474,1.205555556,0.933571429,0.960740634,0.813620903,0.916666667,1.489541201,0.857142857,0.61038961,0.820690213,0.729242979,0.909090909,0.9,0.75,0.975852638,1.987089043,0.49187596,0.428571429,2.319500964,0.991729323,0.778091474,1.002506266,0.833333333,0.830357143,0.833333333,1.311564626,0.991097689,0.881802444,0.901529146,0.979959771,0.729486761,1.296740003,0.821875215,1.037730562,0.792272166,1.925736962,1.266981719,0.925702948,0.8,1.366075773,0.729591837,0.884920635,0.923076923,0.840250287,1.434632035,0.913030624,1.159479444,0.85,1.811728965,1.010204082,0.871190476,0.896054238,0.788904136,2.053593722,0.834693878,2.850219703,1.167122342,1.19939309,0.875,0.660714286,0.875,0.739922723,0.825396825,0.727175081
T1558,0.694263396,1.239925928,1.090113762,0.574545455,0.691959922,0.8,0.568914419,0.561616161,0.617126745,0.676162547,0.98368784,0.677156177,1.049588501,0.512190082,0.342657343,0.942535725,0.870939745,0.375,0.111888112,0.568181818,0.675638677,0.722692037,1.028939564,0.67205711,0.69748055,0.099173554,0.669062116,0.719848478,0.909304403,0.734020656,2.038980017,0.398639032,0.861818182,1.536615816,1.501686001,0.774594519,0.800324675,0.527620705,0.778744857,0.966449421,0.848927159,0.679489889,0.874846437,0.75,0.742403698,0.598419977,0.75,1.992669921,1.084375,0.667223964,0.531660696,0.896911701,0.569805195,0.904951299,0.625692323,0.801515151,0.720049613,0.588849026,0.851851852,0.696969697,0.570577915,0.908534323,0.865,0.524327785,0.727272727,0.916666667,1.08688324,0.857142857,0.231404959,0.710608635,0.585761461,0.909090909,0.9,0.75,0.696355446,1.00984201,0.363636363,0,1.907727955,0.731373889,0.573841179,0.736842105,0.833333333,0.6875,0.833333333,0.926406927,0.710277406,0.72269521,0.78125,0.820978379,0.547950905,1.044919786,0.584306266,0.749152131,0.715276281,1.642857143,0.882503926,0.794805195,0.8,0.978155276,0.472077922,0.734848485,0.923076923,0.731405486,0.946241637,0.731774991,0.883107472,0.726136364,0.644309035,0.824675325,0.525,0.765642252,0.450776726,1.236246899,0.642857143,1.163043541,0.929012578,0.874509804,0.875,0.375,0.875,0.443181818,0.572727273,0.318181818
T1559,0.78399181,1.621421603,1.423822813,0.611045614,0.728929211,0.778685714,0.615064713,0.62863492,0.685845563,0.815180492,1.140942888,0.783589744,1.132383535,0.565727273,0.413846154,1.022137283,1.054750358,0.36,0.221538462,0.63378268,0.95096181,0.754625323,1.084076365,0.726410257,0.758218977,0.224969697,0.859511942,0.803926873,1.006405943,0.788974102,2.398455622,0.43654925,0.859330612,1.985700576,2.005138941,0.944210641,0.968035714,0.602998405,1.028604368,1.197250425,1.00563147,0.689384908,0.953603604,0.72,0.860727684,0.683275842,0.728611111,2.713837793,1.288375,0.767111111,0.549994746,0.975331738,0.635523809,0.928583333,0.737773109,0.907777778,0.761273408,0.709124715,0.881481482,0.782222222,0.686060779,0.996201668,0.8352,0.632799016,0.743321527,0.88,1.235364941,0.822857143,0.367272727,0.716199377,0.628532763,0.872727273,0.864,0.72,0.828576577,1.310376701,0.404528302,0.03,2.087476262,0.790135338,0.672516469,0.857777778,0.8,0.67,0.8,1.119428572,0.858318628,0.795125339,0.768841564,0.884542394,0.648573608,1.145285951,0.678518118,0.885916592,0.715552863,1.697460318,1.052127171,0.808803174,0.768,1.166787997,0.563238095,0.792592593,0.886153846,0.773959903,1.140883117,0.797617491,1.007006211,0.769833333,0.877189042,0.895238095,0.5296,0.803949618,0.545345467,1.547202452,0.631571429,1.564059522,1.010524164,0.91020915,0.84,0.38,0.84,0.481754386,0.606166667,0.392330827
T1560,0.89294984,1.894280003,1.69551495,0.626454294,0.854236355,0.824010025,0.643670474,0.658072264,0.764384535,0.864820822,1.278322054,0.907594566,1.231328634,0.689010167,0.553896761,1.078625123,1.169698168,0.360197368,0.372469636,0.736632482,1.19832471,0.805895553,1.130100102,0.841999832,0.838941533,0.296650718,0.767934976,0.840418616,1.111404139,0.771554312,2.646396831,0.47954584,0.853639456,2.37626531,2.513252449,1.108164493,1.126961283,0.721480735,1.061190527,1.409074974,1.116725237,0.746981462,1.005955204,0.717434211,1.017977252,0.79856749,0.76818348,3.467163556,1.454466712,0.878846542,0.57531543,1.070476332,0.763580827,0.988480968,0.8269905,1.012719298,0.782372012,0.716283239,0.943226121,0.890350877,0.843633825,1.08283208,0.856384109,0.743237936,0.725193666,0.876864035,1.39289362,0.823308271,0.546650717,0.764460269,0.68456297,0.873205742,0.864473684,0.720394737,0.959703947,1.654345979,0.44041708,0.167763158,2.217849957,0.844905026,0.786223216,1.005424746,0.800438596,0.716282895,0.800438596,1.269595865,0.965702845,0.855521128,0.796756056,0.893189068,0.70611526,1.21768323,0.763970083,1.002402112,0.761061441,1.84341061,1.203661994,0.865889724,0.768421053,1.331198434,0.639285714,0.875365497,0.886639676,0.813001969,1.360026861,0.848021425,1.116354746,0.837911184,1.221159242,0.99906015,0.638355263,0.831166775,0.653947443,1.786710456,0.697180451,1.945070066,1.106639995,1.037693498,0.840460526,0.472039474,0.840460526,0.593937558,0.708114035,0.539770479
T1562,0.721017945,1.233488519,1.160823943,0.630803024,0.742947504,0.812642276,0.615395456,0.60462456,0.659933802,0.776789617,1.016353279,0.667352948,1.038803859,0.545893385,0.386257036,1.01528827,0.917276455,0.384924549,0.191369606,0.599683166,0.824174318,0.751585289,1.065771326,0.706066943,0.75283608,0.188470067,0.842395232,0.757145755,0.906104288,0.784090408,2.168727356,0.39353107,0.865361498,1.544563251,1.84076012,0.765362168,0.785620524,0.560346525,0.951058843,0.968299672,0.897508699,0.715906845,0.881456259,0.717073171,0.789733442,0.645189367,0.766412131,2.047520634,1.069978174,0.656348005,0.551752587,0.902539059,0.599404762,0.885793657,0.648930329,0.78074187,0.7263536,0.673361371,0.820009034,0.670731707,0.661559633,0.932244423,0.86425998,0.608351327,0.755312269,0.876422765,1.089368171,0.825783972,0.261640798,0.706304034,0.572227992,0.883695148,0.867073171,0.722560976,0.675415921,1.063989786,0.376714435,0.100609756,1.904325353,0.780946268,0.554106816,0.716312102,0.809959349,0.695884146,0.802845528,0.889082463,0.709345444,0.719385943,0.785359888,0.854174077,0.562845343,1.075080746,0.614311392,0.767368176,0.696749767,1.590834302,0.864478637,0.788326873,0.770731707,0.953222321,0.504790941,0.707655826,0.889305816,0.720524432,0.929131198,0.751079623,0.882480611,0.699771341,0.829224854,0.797299652,0.595264228,0.776987646,0.492082761,1.280233223,0.67260453,1.401869584,0.919063782,0.918712737,0.850739185,0.428353659,0.850457317,0.489948162,0.606724255,0.380707867
T1563,0.557374133,0.612918789,0.559136213,0.56,0.627688172,0.8,0.483516484,0.49047619,0.533424908,0.553571429,0.750307736,0.461538462,0.860659157,0.409090909,0.230769231,0.839464883,0.57455875,0.375,0,0.470588235,0.404878049,0.678294574,0.939070116,0.5625,0.6285837,0,0.588655244,0.579792471,0.709178049,0.691429145,1.56675896,0.315068493,0.84,0.762087561,1.057258803,0.462962963,0.5,0.409090909,0.567676296,0.556612202,0.621428571,0.679489889,0.725788288,0.75,0.578644068,0.487356168,0.75,0.818802056,0.70625,0.466666667,0.475152416,0.736842105,0.446428571,0.8,0.447916667,0.583333333,0.642857143,0.485148515,0.740740741,0.5,0.47133758,0.765986395,0.865,0.422535211,0.727272727,0.916666667,0.80046909,0.857142857,0,0.659090909,0.487179487,0.909090909,0.9,0.75,0.432432432,0.534662868,0.301886792,0,1.550224888,0.657142857,0.363636364,0.473684211,0.833333333,0.6875,0.833333333,0.566666667,0.453125,0.578730331,0.78125,0.741505969,0.391304348,0.875081289,0.425925926,0.490945626,0.645315856,1.436507937,0.569742941,0.724285714,0.8,0.616642336,0.35,0.583333333,0.923076923,0.634146341,0.572294372,0.618953354,0.646480331,0.6,0.39481268,0.642857143,0.525,0.696693657,0.325581395,0.780096308,0.642857143,0.810545756,0.744407622,0.788235294,0.875,0.375,0.875,0.375,0.5,0.214285714
T1564,0.813956931,1.759905842,1.619306689,0.622367325,0.766918814,0.796077381,0.675706362,0.643660714,0.706989156,0.838044741,1.195888791,0.837318786,1.180945986,0.608394886,0.457345085,1.060733043,1.135700599,0.387239583,0.246153846,0.660222631,0.978774436,0.770946072,1.114521327,0.766706731,0.775706485,0.238636364,0.868859674,0.83312879,1.06919382,0.804727286,2.488316458,0.463813133,0.872059524,2.220518168,2.040138823,1.02533207,1.043983141,0.637240829,1.091250954,1.321540788,1.06267959,0.694409215,0.990173292,0.7284375,0.899692573,0.708712017,0.747048611,3.082363287,1.393649494,0.813932273,0.59568213,1.027572778,0.682470238,0.969038318,0.790047493,0.964666639,0.783997124,0.741138146,0.919675926,0.841502114,0.700143834,1.014090136,0.851127404,0.656598853,0.748200757,0.8903125,1.316726402,0.835714286,0.434090909,0.741812695,0.652211287,0.886363636,0.8775,0.73125,0.896141969,1.435032843,0.420330409,0.05625,2.185170581,0.826766917,0.731874548,0.933954678,0.8125,0.6890625,0.8125,1.186349014,0.912910228,0.834938406,0.775223749,0.903313997,0.683748093,1.196628147,0.731749851,0.981420172,0.749964932,1.784375,1.129535211,0.838332341,0.78,1.254460157,0.591755952,0.837037037,0.9,0.801747861,1.248322795,0.829119548,1.075698337,0.810982136,0.956612737,0.952380952,0.558125,0.823189183,0.573231271,1.602090021,0.652901786,1.59905936,1.062398982,0.956674836,0.853125,0.403125,0.853125,0.516022478,0.640260417,0.433975564
T1565,0.925880626,1.853078933,1.727713179,0.687982456,0.906670027,0.866785714,0.666929945,0.705456349,0.807991105,0.950280818,1.332899347,0.919871795,1.251368899,0.713778409,0.572115384,1.15501075,1.206957426,0.375,0.384615385,0.768841912,1.264965535,0.850290698,1.192573584,0.86698718,0.886402073,0.329545455,0.9606495,0.835349921,1.133063743,0.847253864,2.776510344,0.492569716,0.905204082,2.369865929,2.658103519,1.113903911,1.132254464,0.742972488,1.212760188,1.419197572,1.155395963,0.788769111,1.041525901,0.75,1.054957627,0.833681763,0.803819445,3.440019714,1.456054688,0.893917624,0.598524163,1.104276316,0.802678572,1.016462053,0.860994398,1.0328125,0.824137239,0.797831544,0.969907408,0.90625,0.901612558,1.10497449,0.895,0.796675888,0.791260822,0.916666667,1.407899146,0.857142857,0.545454545,0.792746389,0.702791133,0.909090909,0.9,0.75,0.954898649,1.67711301,0.462264151,0.1875,2.259276612,0.918890977,0.797183795,1.016447368,0.833333333,0.75,0.833333333,1.255059524,0.986879596,0.885781787,0.83674569,0.960410928,0.74270595,1.269631244,0.780829124,1.002415701,0.782979705,1.889880953,1.201643489,0.896398809,0.8,1.325,0.670535714,0.895833333,0.923076923,0.84693845,1.361525974,0.883041949,1.135960145,0.86015625,1.365804805,1.017857143,0.685,0.874915655,0.681686047,1.792803638,0.733035714,2.128526396,1.124306131,1.088235294,0.875,0.5,0.875,0.620339912,0.738541667,0.57518797
T1566,1.18648385,1.705992595,1.521824888,0.804636,1.274165326,1.087131608,0.631151875,0.753568304,1.015712152,1.117712604,1.427404001,0.923682616,1.240676776,0.938582677,0.780587522,1.302125696,1.167350366,0.369094488,0.736523319,0.993555723,2.026957023,1.014537427,1.249474967,1.110274076,1.158156352,0.498210451,0.723611213,0.86515682,1.090047757,0.798090937,3.267358525,0.517932262,0.868346457,2.108678144,4.973281901,1.064413286,1.064978206,0.894978588,1.146413949,1.315488388,1.252632008,1.077117976,0.971487728,0.738188976,1.356167089,1.131380035,0.940069992,3.513216849,1.309104331,0.89673877,0.56904378,1.16216077,1.039454443,0.971803524,0.838619208,0.951399825,0.775341987,0.704862579,0.929717119,0.850831146,1.530387083,1.329744496,0.953425197,1.238960887,0.793128132,0.902230971,1.437211243,0.843644544,0.672870437,0.854821859,0.732893364,0.894774517,0.885826772,0.738188976,0.899370433,2.053114087,0.515606176,0.637795276,2.078771638,1.008306198,0.75412115,0.934429249,0.820209973,0.889271654,0.820209973,1.145369329,0.899991798,0.833282207,0.981070119,0.930082259,0.678384596,1.263389512,0.824430473,0.922206378,0.791721389,1.844581927,1.124674497,0.946669166,0.787401575,1.201450403,0.735789276,0.851778944,0.908540279,0.806355118,1.332607288,0.899890213,1.058509806,0.824671916,2.951336697,0.950693663,1.124685039,0.885501787,0.848092137,2.150040234,0.990269967,3.84533766,1.123453303,1.47282178,0.861220472,0.794291339,0.861220472,0.88491159,1.002427821,0.971434492
T1567,0.762181502,1.51828226,1.271514704,0.582222222,0.721400836,0.8,0.611009361,0.59717813,0.6552931,0.727470558,1.072962367,0.781339031,1.138680295,0.560353535,0.401709402,0.98606466,0.990660459,0.375,0.170940171,0.612745098,0.785931424,0.742894057,1.066450027,0.723468661,0.728867652,0.151515152,0.705268547,0.755632137,0.993119791,0.755175029,2.225076484,0.427864753,0.873333333,1.819402553,1.664607373,0.913992983,0.927579365,0.579213184,0.862798404,1.128525923,0.949068323,0.679489889,0.946571572,0.75,0.811883239,0.653324116,0.75,2.363754504,1.246180556,0.766368668,0.556218091,0.958665603,0.628968254,0.947321428,0.704812481,0.894444444,0.757044766,0.63419018,0.901234568,0.787037037,0.606785605,0.98654573,0.865,0.564162754,0.727272727,0.916666667,1.213768048,0.857142857,0.353535353,0.734683281,0.636633428,0.909090909,0.9,0.75,0.806481481,1.198902606,0.396226415,0,2.063801433,0.757393484,0.68115942,0.847953216,0.833333333,0.6875,0.833333333,1.098412699,0.835212418,0.794381142,0.78125,0.859218447,0.626239512,1.117890104,0.659237881,0.864100772,0.746992589,1.704144621,1.021117198,0.83063492,0.8,1.13784266,0.526984127,0.805555556,0.923076923,0.7801189,1.101394901,0.785432063,0.989153439,0.7875,0.754435942,0.896825397,0.525,0.799895037,0.509605662,1.453183521,0.642857143,1.308433633,1.018227009,0.908932462,0.875,0.375,0.875,0.479166667,0.611111111,0.373015873
T1568,0.939936124,0.961939222,0.861366872,0.762055138,1.109041645,1.049455782,0.53373452,0.647089947,0.856546271,0.896711104,1.093045993,0.642551893,1.011586904,0.761471861,0.582417582,1.134393557,0.792838663,0.375,0.527472527,0.824667367,1.402651955,0.930047988,1.126398635,0.925137363,1.008120583,0.329004329,0.634234535,0.712070465,0.84068901,0.748483816,2.538899998,0.350340136,0.851428571,1.156939167,3.712229956,0.669286156,0.684948979,0.707336523,0.850382899,0.792892265,0.945573302,1.033973823,0.794937795,0.75,1.040290557,0.914200976,0.925925926,1.879125423,0.866369048,0.632329867,0.501742609,0.945887446,0.813321996,0.847534014,0.605863179,0.681746031,0.681151112,0.569808289,0.793650794,0.595238095,1.227777552,1.11425332,0.956428571,0.98234646,0.796536796,0.916666667,1.060818195,0.857142857,0.329004329,0.775812194,0.594118844,0.909090909,0.9,0.75,0.54567782,1.260450112,0.406109614,0.571428571,1.695045335,0.890870032,0.471673255,0.595655807,0.833333333,0.87797619,0.833333333,0.724489796,0.57549895,0.650213162,0.965158046,0.834952701,0.470851041,1.049109694,0.612691408,0.611417486,0.714758162,1.602040817,0.745302644,0.850034014,0.8,0.772990384,0.560884354,0.657407407,0.923076923,0.683595721,0.845804989,0.751152599,0.770763088,0.663095238,1.94299879,0.724489796,1.048015873,0.795755414,0.643242332,1.424087238,0.949829932,2.819031648,0.892507989,1.253828198,0.875,0.755952381,0.875,0.748642439,0.852579365,0.711779449
T1569,0.65064808,1.011851444,1.00614568,0.607821139,0.700462763,0.76552795,0.555092101,0.562209582,0.612914485,0.719570724,0.919754888,0.572470502,0.979823703,0.481200593,0.326086957,0.967108494,0.862056708,0.342391304,0.140468227,0.533967391,0.711151793,0.710712233,1.044407041,0.649328662,0.726759014,0.152173913,0.878129774,0.782801954,0.842410824,0.766086699,2.031823815,0.392537186,0.858998016,1.304670057,1.600310336,0.634771751,0.668032657,0.512206795,0.919890522,0.840899353,0.831329944,0.668297905,0.839431923,0.686413043,0.681153279,0.565524252,0.708786232,1.645671129,0.933756968,0.567077169,0.516662463,0.817505054,0.527173913,0.852430059,0.578627792,0.678330898,0.66769314,0.646527942,0.747584541,0.583333333,0.584875918,0.829945251,0.860560668,0.555515138,0.7464037,0.838949276,0.99909851,0.782608696,0.181818182,0.650040634,0.524291626,0.830039526,0.82173913,0.684782609,0.578973308,0.899751146,0.353469768,0.081521739,1.802565249,0.728881988,0.46953944,0.633072256,0.760869565,0.654891304,0.760869565,0.759672316,0.608657953,0.641366078,0.741024019,0.810925279,0.498830962,1.038214051,0.572383835,0.659150477,0.661370336,1.473724927,0.728057256,0.732561299,0.730434783,0.838319127,0.445807453,0.640438808,0.842809364,0.659416588,0.775432542,0.713970362,0.790548076,0.629755435,0.732557658,0.701863354,0.548695652,0.749877062,0.43172465,1.062880817,0.627795031,1.182663425,0.860530094,0.825873828,0.798913043,0.39673913,0.798913043,0.433709954,0.545108696,0.320856489
T1570,1.047332918,1.785575509,1.657868217,0.787964912,1.132532482,1.011142857,0.649059829,0.745555556,0.935010604,1.064698541,1.40935912,0.885096154,1.241689264,0.837272727,0.7,1.272481685,1.167030175,0.375,0.584615385,0.892933007,1.74538176,0.957622739,1.242260342,1.008974359,1.054483428,0.440909091,0.88400993,0.85874925,1.099646537,0.852723137,3.087523073,0.524527071,0.896163265,2.210284709,4.111397323,1.051313777,1.0828125,0.837360446,1.248690708,1.326287167,1.222039337,0.980282533,0.994721284,0.75,1.235655367,0.996806708,0.899652778,3.562406226,1.35734375,0.856130268,0.576703098,1.143853668,0.905119048,0.975773809,0.835359769,0.956597222,0.795773141,0.792259332,0.925925926,0.827777778,1.279334221,1.238146258,0.943,1.045182204,0.826948052,0.916666667,1.408516222,0.857142857,0.559090909,0.828182526,0.711600784,0.909090909,0.9,0.75,0.914543919,1.863255777,0.501340152,0.4875,2.165023738,0.989473684,0.711198946,0.913450292,0.833333333,0.85,0.833333333,1.160238096,0.899617034,0.833833424,0.937607759,0.958623355,0.681998475,1.270522219,0.798028566,0.93050641,0.780738222,1.858730159,1.14148991,0.917503968,0.8,1.219978913,0.705833333,0.835185185,0.923076923,0.809781637,1.317510822,0.89460322,1.071682195,0.809166667,2.017564759,0.947619048,0.9675,0.887173864,0.781884058,1.950628678,0.903571429,3.072956335,1.108248412,1.286830066,0.875,0.7,0.875,0.775109649,0.886666667,0.75112782
T1571,1.066950325,1.986084755,1.705359911,0.731181287,1.070351702,0.969285714,0.674708995,0.731957672,0.908192043,1.021012545,1.408973267,0.971901709,1.306603161,0.829166667,0.691666666,1.23137575,1.246686892,0.375,0.553846154,0.877144608,1.654803818,0.925064599,1.225238512,1.003311966,1.01215028,0.409090909,0.806502034,0.884649303,1.156971004,0.818839084,3.054778752,0.482436399,0.892027211,2.384328444,3.769605215,1.16139335,1.171651786,0.831140351,1.174327905,1.441909706,1.243681849,0.913253012,1.045977227,0.75,1.217446328,0.981831089,0.866898148,3.648605942,1.486006944,0.941609195,0.594660718,1.160455874,0.911111111,1.015267857,0.87419176,1.036157407,0.813509898,0.756550303,0.974074074,0.916666667,1.177417055,1.26659486,0.925,0.984721291,0.780753968,0.916666667,1.495748404,0.857142857,0.645454545,0.829722458,0.738971985,0.909090909,0.9,0.75,0.971257508,1.924459217,0.488355963,0.375,2.284378644,0.93754386,0.821739131,1.019298246,0.833333333,0.8125,0.833333333,1.32,1.005316585,0.892883584,0.903735632,0.953977145,0.73733791,1.29916642,0.839070646,1.031709168,0.803066402,1.888888889,1.251652854,0.937095238,0.8,1.362922952,0.712142857,0.905555556,0.923076923,0.848227131,1.429321789,0.915921154,1.155200138,0.87125,1.983911082,1.014285714,0.868333333,0.892761284,0.776600944,2.088267642,0.848214286,2.853721157,1.175600663,1.259379085,0.875,0.625,0.875,0.749049708,0.871805555,0.745739348
T1572,0.798553045,0.860877334,0.720031992,0.681091618,0.923088411,0.942539682,0.526007326,0.599823633,0.736689441,0.754736303,0.966385759,0.608974359,0.976336161,0.634343434,0.482905983,1.011599511,0.74348789,0.375,0.341880342,0.695669934,1.018216095,0.833333333,1.055357664,0.787571225,0.861012682,0.222222222,0.623197185,0.6551373,0.804856618,0.729492841,2.125493514,0.336377473,0.853333333,0.979409764,2.631977609,0.624949925,0.642361111,0.609782031,0.739970831,0.712945132,0.827087646,0.885459968,0.791416416,0.75,0.877966102,0.757908899,0.851851852,1.399915333,0.823611111,0.607662836,0.499152416,0.859968102,0.684523809,0.838095238,0.567878541,0.664814815,0.682539683,0.553308852,0.790123457,0.592592593,0.92225708,0.994179894,0.918333333,0.745472837,0.767676767,0.916666667,0.978065685,0.857142857,0.262626263,0.737208534,0.573124406,0.909090909,0.9,0.75,0.515940941,0.97931835,0.381551362,0.333333333,1.647926037,0.797159565,0.484848485,0.578947369,0.833333333,0.798611111,0.833333333,0.703174603,0.57432598,0.654681377,0.887571839,0.808468524,0.47826087,0.987479883,0.555421944,0.582455382,0.708531757,1.51675485,0.705108395,0.815714286,0.8,0.739789132,0.494444444,0.657407407,0.923076923,0.688346883,0.768542568,0.714615926,0.747561537,0.666666667,1.240854837,0.706349207,0.829444444,0.769493177,0.543702955,1.186671422,0.81984127,2.01421526,0.859624413,1.054248366,0.875,0.597222222,0.875,0.612573099,0.725,0.520885547
T1573,0.98111981,1.211474978,1.082595661,0.750997615,1.123376633,1.016452068,0.553267785,0.666788499,0.881297028,0.929231471,1.179504107,0.728165064,1.065269475,0.799695973,0.65340334,1.142022463,0.898500269,0.360197368,0.597165992,0.857137674,1.54369349,0.927283082,1.130936295,0.952014451,1.020272284,0.388755981,0.656537146,0.726960139,0.906912309,0.743000319,2.660436856,0.376454836,0.830405478,1.468115829,3.884486414,0.79847077,0.813300341,0.765404652,0.932071486,0.958491987,1.016551569,1.01162035,0.835632816,0.720394737,1.11877193,0.955219395,0.899016204,2.419450157,1.002970806,0.712051321,0.510560164,0.984272696,0.858419486,0.865601504,0.676465981,0.760169956,0.695068958,0.611820316,0.818226121,0.671600877,1.267575861,1.14054295,0.924802632,1.010186485,0.771908464,0.880482456,1.158329273,0.823308271,0.45215311,0.775901694,0.623277946,0.873205742,0.864473684,0.720394737,0.645222484,1.477404263,0.428065458,0.587171053,1.781381924,0.901164919,0.56298107,0.702793167,0.800438596,0.856085526,0.800438596,0.857127193,0.679319853,0.698359904,0.936715442,0.843066983,0.535168012,1.088376318,0.665212523,0.704492331,0.718117573,1.639176065,0.866706543,0.857740706,0.768421053,0.906746703,0.61156015,0.70869883,0.886639676,0.707832904,1.002540442,0.780168726,0.853937834,0.701973684,2.027513888,0.784774436,1.03125,0.802967481,0.70607577,1.593642052,0.927102914,2.9581978,0.946006528,1.259040678,0.840460526,0.751644737,0.840460526,0.773774142,0.869028691,0.759472695
