,,T1001,T1003,T1005,T1007,T1008,T1010,T1011,T1012,T1014,T1016,T1018,T1021,T1025,T1027,T1029,T1030,T1033,T1036,T1037,T1039,T1040,T1041,T1046,T1047,T1048,T1049,T1052,T1053,T1055,T1056,T1057,T1059,T1068,T1069,T1070,T1071,T1072,T1074,T1078,T1080,T1082,T1083,T1087,T1090,T1091,T1092,T1095,T1098,T1102,T1104,T1105,T1106,T1110,T1111,T1112,T1113,T1114,T1115,T1119,T1120,T1123,T1124,T1125,T1127,T1129,T1132,T1133,T1134,T1135,T1136,T1137,T1140,T1176,T1185,T1187,T1189,T1190,T1195,T1197,T1199,T1200,T1201,T1202,T1203,T1204,T1205,T1207,T1210,T1213,T1216,T1217,T1218,T1219,T1220,T1221,T1222,T1480,T1482,T1484,T1485,T1486,T1491,T1497,T1505,T1518,T1528,T1530,T1534,T1539,T1542,T1543,T1546,T1547,T1548,T1550,T1552,T1553,T1554,T1555,T1556,T1557,T1558,T1559,T1560,T1562,T1563,T1564,T1565,T1566,T1567,T1568,T1569,T1570,T1571,T1572,T1573,T1574,T1583,T1584,T1585,T1586,T1587,T1588,T1589,T1590,T1591,T1592,T1594,T1595,T1598,T1601,T1606
T1557,3,0.428197458,0.487981097,0.371814519,0.555263611,0.416659196,0.171730577,0,0.208521509,0.373079929,0.476656354,0.412414224,0.640013595,0.419463234,0.414558876,0.346721569,0.15686803,0.550247671,0.455909271,0.201624196,0.397088939,0.318423378,0.449002814,0.447180899,0.440105635,0.377668233,0.498122135,0.35790249,0.393662653,0.466718305,0.435794439,0.331953023,0.744999894,0,0.457302965,0.409775836,0.634989237,0.452838997,0.317353135,0.340912408,0.377970071,0.515524859,0.429561327,0.406798755,0.465595669,0.409082456,0.261446717,0.46662198,0.143259998,0.475831217,0.542676376,0.563463521,0.479318501,0.352464161,0,0.259012305,0.453295376,0.274575151,0,0.52639265,0.348974764,0.285714286,0.501940314,0,0,0.330014579,0.406374391,0.459372832,0.345792271,0.470626731,0.276798338,0,0.56978053,0,0.311414897,0.296135574,0.39701302,0.35325073,0.49355929,0.352123749,0.271703398,0,0.452838997,0,0.502619418,0.454244599,0,0,0.34467306,0,0,0.285714286,0.528829905,0.418371827,0.271703398,0.41157799,0.439532544,0,0.443423293,0.452838997,0.356224394,0.442684658,0,0.435967759,0.350290465,0.433981997,0,0,0,0,0.322231419,0.416124036,0.324783751,0.296436243,0.364004196,0.279526875,0.351572253,0.395317951,0.388456551,0.346319335,0.465946574,0.619088081,0.474709866,0.519587766,0.40055604,0.376883174,0,0.440158784,0.335760701,0.446867546,0.370739173,0.448508915,0.425215854,0.464318471,0.561164416,0.332468311,0.593835698,0.564185758,0.396631267,0,0.260537709,0,0.363332993,0.329413908,0.356372198,0,0,0,0,0,0.362313182,0,0
T1558,1,0.254972165,0.348022911,0.256609349,0.372363543,0.226550356,0.152996332,0,0.168409151,0.242929592,0.29393144,0.251755343,0.469807027,0.287226121,0.340065705,0.155291267,0,0.402451504,0.332714698,0.179628829,0.184124651,0.160518271,0.237179429,0.291202501,0.323719351,0.237199645,0.30548837,0.169596799,0.30818659,0.358607891,0.317445749,0.243545397,0.577815433,0,0.417700701,0.305010162,0.405558309,0.403438379,0.215428514,0.225641769,0.159759937,0.351918657,0.31759758,0.276039329,0.284108984,0.32188251,0.232925257,0.277380395,0,0.280197965,0.483475317,0.36925262,0.38802334,0.234170832,0,0.209704892,0.297863711,0.115721783,0,0.349090893,0.276671041,0.242424243,0.328345246,0,0,0.266391468,0.221062482,0.302691897,0.312595807,0.243693101,0.165516138,0,0.411319948,0,0.250443775,0.251266548,0.288966179,0.240504281,0.439716458,0.325542874,0,0,0.403438379,0,0.403831427,0.270704566,0,0,0.214151734,0,0,0,0.445979052,0.397378853,0.230536217,0.328873331,0.355582033,0,0.352723074,0.403438379,0.302251001,0.35309949,0,0.35464581,0.221277123,0.328603513,0,0,0,0,0.296574281,0.302009909,0.231344414,0.224387801,0.265331479,0.224343877,0.244387795,0.26513971,0.329599498,0.285368482,0.266409581,0.363636364,0.569883172,0.417154826,0.274972064,0.270109474,0,0.323781589,0.273933142,0.218662038,0.310843361,0.308914707,0.333566047,0.252235972,0.379077642,0.276389753,0.358986739,0.422223306,0.253923327,0,0.116690839,0,0.323696666,0.171382616,0.196033604,0,0,0,0,0,0.092125977,0,0
T1559,0,0.355709152,0.473821951,0.367529582,0.410712133,0.270031597,0.163487509,0,0.221584824,0.302703605,0.376792603,0.331406973,0.551114293,0.419280622,0.435474792,0.254427191,0.014641016,0.453046976,0.443605221,0.191946234,0.315220616,0.245997824,0.345729968,0.35132784,0.394414465,0.308957938,0.383237826,0.275927654,0.383218252,0.454597735,0.425849567,0.305324501,0.665121545,0,0.429139385,0.418070329,0.509604107,0.431102725,0.321380837,0.329022171,0.279167389,0.45800959,0.443823823,0.358856621,0.344271639,0.440632681,0.248897275,0.378071481,0.013370933,0.389097965,0.51662791,0.498061744,0.508692234,0.336909605,0,0.275911505,0.4138498,0.189517501,0,0.504082945,0.379317529,0.373333334,0.463839851,0,0,0.352659863,0.303962268,0.385732488,0.326460032,0.365711538,0.185360542,0,0.533101826,0,0.349285613,0.386950483,0.369815944,0.270194331,0.469868444,0.328074101,0.050717968,0,0.431102725,0,0.566032804,0.384108159,0,0,0.307460993,0,0,0.026666667,0.535924184,0.387610611,0.355025774,0.470909375,0.501779999,0,0.481114272,0.431102725,0.465466542,0.498623511,0,0.461226452,0.24289184,0.41124638,0,0,0,0,0.301028457,0.388673917,0.306175085,0.304748675,0.344902869,0.311617206,0.356007478,0.358088426,0.507583227,0.386786991,0.387688845,0.496,0.443092123,0.688400506,0.385792752,0.339070069,0,0.45048091,0.359293168,0.325343858,0.387307034,0.324613824,0.389981365,0.375856274,0.491429351,0.347690017,0.468472386,0.51582934,0.317782891,0,0.191184753,0,0.345893009,0.194770328,0.282758247,0,0,0,0,0,0.163095349,0,0
T1560,999,0.338903608,0.456253825,0.417520534,0.294209736,0.214547038,0.09490374,0,0.19575522,0.252320661,0.362026029,0.303402997,0.501283067,0.448176266,0.365920956,0.373199898,0.072241856,0.389701815,0.421425619,0.111423898,0.436681825,0.274212727,0.360245182,0.289984413,0.309579271,0.298465126,0.347177129,0.398019113,0.325327063,0.391381136,0.374875415,0.260807328,0.534938682,0,0.25272006,0.409895756,0.473046486,0.25025313,0.352338755,0.350893206,0.394481836,0.425391076,0.455882209,0.309309913,0.293055199,0.40060203,0.144483712,0.356262056,0.065974999,0.379136024,0.299900103,0.487927168,0.445792134,0.334994412,0,0.229468097,0.390683971,0.282418457,0,0.500134975,0.354102075,0.464912281,0.456054646,0,0,0.295648938,0.296781471,0.359708512,0.191095728,0.37498203,0.144584549,0,0.498294282,0,0.329133214,0.481869728,0.313719574,0.18737934,0.27275645,0.194594703,0.125126565,0,0.25025313,0,0.533409828,0.417810399,0,0,0.29703392,0,0,0.131578947,0.448205366,0.273687668,0.442113863,0.487519011,0.491648704,0,0.418626595,0.25025313,0.579645834,0.522079372,0,0.393280757,0.183991879,0.333684232,0,0,0,0,0.178075258,0.351977678,0.281588818,0.292361959,0.300577729,0.289567827,0.37250665,0.33824241,0.632093774,0.384025006,0.384709758,0.431578947,0.262339663,0.47885352,0.508391781,0.280456884,0,0.416859055,0.312470151,0.401081152,0.322376652,0.25421377,0.294211885,0.388786498,0.409374666,0.283565035,0.44669861,0.458093593,0.286189725,0,0.280434375,0,0.200789286,0.166882881,0.3046607,0,0,0,0,0,0.288119448,0,0
T1562,999,0.269215565,0.349610663,0.251148507,0.356278258,0.237061586,0.131939346,0,0.171978876,0.237799055,0.304514923,0.260503557,0.457569094,0.285153084,0.31881343,0.18198763,0.044637244,0.380214589,0.331443324,0.169647274,0.210900897,0.182387974,0.267825089,0.288512305,0.307240448,0.243958802,0.313516611,0.192845332,0.292152227,0.343612973,0.31012659,0.234288055,0.539798275,0,0.352277939,0.299470248,0.415486106,0.347912888,0.212719212,0.229381957,0.192239129,0.353966124,0.310234155,0.273179433,0.289013401,0.310536212,0.2008676,0.29256984,0.04076504,0.299114831,0.416934289,0.379963319,0.36878104,0.236415284,0,0.212467686,0.303819622,0.138793726,0,0.352111251,0.262121714,0.211382114,0.33435231,0,0,0.250460014,0.241235174,0.30693881,0.266081326,0.275977888,0.166044741,0,0.407227477,0,0.235020091,0.219092173,0.278175093,0.22795819,0.379197991,0.271610238,0.077313975,0,0.347912888,0,0.381253744,0.285424392,0,0,0.223410312,0,0,0.081300813,0.416252114,0.343642836,0.201016335,0.306769063,0.331002778,0,0.33594722,0.347912888,0.263548129,0.332630054,0,0.33455306,0.21597568,0.315527698,0,0,0,0,0.248431615,0.300314567,0.234747107,0.22943752,0.257967169,0.211107328,0.245140707,0.268347556,0.287394684,0.265642714,0.286088205,0.346341463,0.366045786,0.395465537,0.273939074,0.382680469,0,0.317313914,0.255025675,0.251155211,0.282469997,0.297376875,0.307813771,0.277062672,0.377868485,0.253124001,0.375598359,0.409698892,0.256322974,0,0.136751343,0,0.27914608,0.182867174,0.214115293,0,0,0,0,0,0.151166676,0,0
T1563,999,0.294827864,0.351340846,0.150161856,0.585142711,0.357897671,0.240422808,0,0.186490611,0.314430295,0.355935415,0.312693739,0.586517736,0.203534442,0.404429117,0,0,0.541283046,0.345229665,0.282273874,0,0.130688983,0.247323206,0.405103655,0.444996538,0.276539731,0.399252172,0,0.378768727,0.43222923,0.366090275,0.305950135,0.79449652,0,0.672823424,0.285579921,0.508711275,0.633974596,0.130403258,0.169631534,0,0.40980077,0.255634063,0.348300364,0.399635739,0.341954579,0.366025404,0.329060884,0,0.314220676,0.759746927,0.404232925,0.435991755,0.214657435,0,0.24683384,0.326417248,0,0,0.318950449,0.273324022,0,0.326786263,0,0,0.310102051,0.263728883,0.362263823,0.498455341,0.253830113,0.260096789,0,0.459899291,0,0.227486257,0,0.361849607,0.380502523,0.690983006,0.530476654,0,0,0.633974596,0,0.364771987,0.232550548,0,0,0.2243911,0,0,0,0.555706511,0.571233043,0,0.222222222,0.286352075,0,0.387995381,0.633974596,0,0.246314104,0,0.410244327,0.350851251,0.421218621,0,0,0,0,0.481219516,0.352266961,0.262035225,0.219782336,0.320029116,0.211702282,0.180099828,0.300869462,0,0.233193538,0.282273874,0.4,0.710932818,0.476887271,0.233188039,0.350710993,0,0.33726655,0.318069603,0.142031047,0.39061182,0.463837366,0.4645836,0.246911013,0.492540716,0.345935917,0.431630198,0.512966297,0.325503522,0,0,0,0.50866619,0.269315539,0.18498727,0,0,0,0,0,0,0,0
T1564,1,0.31908008,0.449516081,0.389109557,0.301971081,0.195847853,0.114200834,0,0.215273758,0.252034793,0.343421651,0.287784049,0.4908922,0.427901297,0.385795791,0.30623059,0.027451905,0.39064359,0.423266682,0.149189492,0.359623506,0.243660075,0.324074579,0.28147647,0.320386544,0.284421872,0.327698281,0.330807874,0.338180697,0.400425302,0.379683059,0.265548441,0.549229429,0,0.298018078,0.408315297,0.445233056,0.301137933,0.335699902,0.332621649,0.317582798,0.415108072,0.444027523,0.307584406,0.276047302,0.409680458,0.173862067,0.335062281,0.0250705,0.355117739,0.36087979,0.466027397,0.461741275,0.323692903,0,0.2605545,0.385854224,0.233662146,0,0.480047931,0.360766802,0.433333334,0.440897904,0,0,0.311876696,0.271076864,0.350842224,0.227272503,0.338207971,0.141772538,0,0.493354284,0,0.33392512,0.449138954,0.31789948,0.192261737,0.328216928,0.227157981,0.047548095,0,0.301137933,0,0.540091036,0.385574687,0,0,0.285422791,0,0,0.05,0.473733913,0.299275902,0.412083487,0.481536549,0.492426846,0,0.436494804,0.301137933,0.540273664,0.51197167,0,0.411584459,0.180766562,0.349017251,0,0,0,0,0.208663111,0.356832973,0.285921602,0.30495206,0.306185952,0.295163539,0.360092168,0.332622456,0.589159103,0.382982948,0.357082823,0.45,0.30702757,0.497892052,0.381844629,0.287113017,0,0.557039667,0.323427516,0.347058496,0.336957571,0.251206644,0.311283797,0.353056718,0.408382989,0.299858607,0.418675881,0.460150616,0.276606117,0,0.230111489,0,0.24161644,0.150726451,0.277537294,0,0,0,0,0,0.206562388,0,0
T1565,999,0.371090548,0.476145423,0.410100066,0.372665666,0.272299461,0.120211404,0,0.204366924,0.280332874,0.403332802,0.339501746,0.547440402,0.443601941,0.390822262,0.362398367,0.091506351,0.458487582,0.446324775,0.141136937,0.415428785,0.294243282,0.389546612,0.341407506,0.355051252,0.326917168,0.397954447,0.383673151,0.354446523,0.424859256,0.399892385,0.2854079,0.611070384,0,0.312441658,0.421635527,0.528701099,0.316987298,0.345824451,0.354566045,0.378140783,0.462505907,0.459868991,0.343148262,0.345005684,0.412495919,0.183012702,0.392241939,0.083568332,0.415472387,0.379873464,0.519069646,0.471009619,0.347290431,0,0.244024614,0.41518599,0.282688252,0,0.513562987,0.362446035,0.416666667,0.470197438,0,0,0.313299316,0.333027724,0.397441551,0.238679022,0.405360978,0.183140429,0,0.535401543,0,0.330925002,0.431864379,0.34623681,0.236149127,0.345491503,0.237662294,0.158493649,0,0.316987298,0,0.535269023,0.434005048,0,0,0.316975534,0,0,0.166666667,0.487405887,0.321835307,0.396234122,0.478665661,0.485877586,0,0.436494804,0.316987298,0.519493908,0.509693433,0,0.418527146,0.231595686,0.369730763,0,0,0,0,0.218480692,0.38008565,0.299145544,0.303330789,0.325759216,0.29297129,0.370728449,0.361444714,0.566499138,0.385346202,0.404965116,0.45,0.32139361,0.501050301,0.404364178,0.313412219,0,0.433217357,0.425497598,0.418539599,0.338013043,0.313962203,0.339449852,0.409627757,0.458634163,0.301871263,0.501015864,0.506143108,0.32103328,0,0.272317758,0,0.254333095,0.216241938,0.321403702,0,0,0,0,0,0.309849576,0,0
T1566,0,0.459898554,0.467193105,0.474399702,0.389717128,0.391991864,0.049220417,0,0.161053381,0.283887797,0.476207706,0.417329871,0.523907222,0.491903889,0.290384783,0.620730832,0.311265698,0.453113663,0.429064868,0.057788352,0.691320042,0.430327166,0.535859458,0.39138476,0.315116684,0.389697569,0.480171424,0.636721289,0.29196981,0.359626909,0.36876894,0.260957913,0.500120318,0,0.124229553,0.393639375,0.597055696,0.129790075,0.404251493,0.397200966,0.661137836,0.475477549,0.457713622,0.352876477,0.439399915,0.326921507,0.074934335,0.486766914,0.284263933,0.517026169,0.155538741,0.542936664,0.360824898,0.378257159,0,0.182726542,0.452731304,0.486079426,0,0.571028405,0.298550512,0.461942257,0.519998258,0,0,0.236935554,0.455140569,0.437035328,0.096098863,0.580821317,0.232172499,0,0.513469603,0,0.285561923,0.478791374,0.315080009,0.243083986,0.141461088,0.093054717,0.539128003,0,0.129790075,0,0.460892596,0.54151795,0,0,0.363160419,0,0,0.566929134,0.340380845,0.198182984,0.439289484,0.43921463,0.436308503,0,0.345224237,0.129790075,0.575942852,0.459250554,0,0.315429034,0.273935166,0.317552055,0,0,0,0,0.086041467,0.362356009,0.291645881,0.271648654,0.298581381,0.249126568,0.399933812,0.375599187,0.628055737,0.340890681,0.513847627,0.355905512,0.126335755,0.381560625,0.444171049,0.29824221,0,0.398523629,0.252142982,0.800831278,0.247795706,0.357673858,0.274274547,0.56066386,0.473702251,0.217733179,0.604324295,0.47119742,0.37359524,0,0.466437059,0,0.104136385,0.332638095,0.440161707,0,0,0,0,0,0.695404717,0,0
T1567,1,0.308066757,0.431998469,0.315516734,0.390095141,0.23786346,0.160281872,0,0.205351207,0.275541018,0.350732774,0.294939566,0.552740359,0.359409845,0.406513169,0.189800437,0,0.461972728,0.408571411,0.188182583,0.22504124,0.201828053,0.294920164,0.321566296,0.368554078,0.283506536,0.35303942,0.207284976,0.364259627,0.427661944,0.382155691,0.285976843,0.661179773,0,0.442156935,0.381159406,0.476174878,0.422649731,0.266992491,0.28315086,0.195262146,0.427945192,0.394872717,0.326065146,0.313305701,0.407105377,0.244016936,0.330580455,0,0.340502515,0.506497951,0.463620218,0.474278155,0.290552765,0,0.250321365,0.364055647,0.147043698,0,0.426891391,0.346028577,0.296296296,0.403775939,0,0,0.319266818,0.263204093,0.363276158,0.329490588,0.297847123,0.173397859,0,0.502086866,0,0.306097948,0.307103558,0.340116015,0.252669984,0.460655337,0.346297494,0,0,0.422649731,0,0.494739819,0.336893669,0,0,0.265428843,0,0,0,0.529290931,0.41531611,0.281766487,0.410360714,0.434600262,0,0.431105979,0.422649731,0.36941789,0.448053772,0,0.427094978,0.232683589,0.377686366,0,0,0,0,0.314911926,0.364481531,0.28071693,0.280193218,0.315837859,0.274198072,0.302521976,0.329480406,0.402843831,0.346459485,0.32561171,0.444444444,0.464869132,0.511223079,0.336907687,0.311393179,0,0.40225422,0.334561663,0.268552403,0.56830756,0.323224931,0.370056296,0.30828841,0.435064944,0.326985689,0.427286918,0.497371005,0.291192267,0,0.142622137,0,0.339110793,0.179543693,0.239596627,0,0,0,0,0,0.112598417,0,0
T1568,2,0.424829063,0.404006539,0.280783579,0.616287848,0.491550733,0.171730577,0,0.167287098,0.336249731,0.469335725,0.421246505,0.612659939,0.321236417,0.34565513,0.317798194,0.226587155,0.54999578,0.387504185,0.201624196,0.341501299,0.304009504,0.441968741,0.478023711,0.434109581,0.367657985,0.520840734,0.317088323,0.351733682,0.413583926,0.380573795,0.306628442,0.725009867,0,0.467347559,0.320248721,0.638814196,0.452838997,0.239973534,0.273275111,0.340101696,0.47271449,0.325944283,0.388102225,0.514840972,0.313285772,0.261446717,0.463535219,0.206931108,0.461343216,0.542676376,0.499993637,0.38696433,0.297158879,0,0.213066516,0.409921465,0.239285901,0,0.447552993,0.260486776,0.126984127,0.433464992,0,0,0.269729515,0.416979056,0.437482319,0.350212657,0.479331498,0.317249412,0,0.494793768,0,0.228678945,0.131615811,0.368116224,0.392641861,0.49355929,0.36367942,0.392460464,0,0.452838997,0,0.368405806,0.397829687,0,0,0.31354506,0,0,0.412698413,0.456588119,0.429212824,0.120757066,0.267955315,0.308979573,0,0.35104344,0.452838997,0.158321953,0.28714877,0,0.357862586,0.398477357,0.402485694,0,0,0,0,0.331504551,0.371828593,0.29202875,0.232826576,0.328267228,0.208243009,0.269543456,0.358955249,0.172647356,0.248619121,0.435263363,0.361904762,0.488987991,0.417186304,0.331508666,0.363881432,0,0.360393395,0.273828539,0.421076873,0.317191296,0.617307246,0.418212963,0.446241605,0.56087936,0.283764905,0.587300762,0.525129419,0.403237277,0,0.238803758,0,0.363332993,0.388572839,0.343914507,0,0,0,0,0,0.411035891,0,0
T1569,2,0.255270649,0.319083899,0.199918656,0.402508979,0.25624518,0.156797483,0,0.15589671,0.249637281,0.29422924,0.256400639,0.45041098,0.237433688,0.3203264,0.10846428,0.023871222,0.395687534,0.307030175,0.184091657,0.124883905,0.151214151,0.237896576,0.30187156,0.325238855,0.234705039,0.314271653,0.115297057,0.293870308,0.342339247,0.304438747,0.237509992,0.563084707,0,0.417120619,0.267315063,0.403870667,0.413461693,0.170635214,0.191878966,0.11297172,0.338521499,0.265729388,0.273200169,0.300418879,0.290431667,0.23871222,0.281296731,0.021800435,0.279881205,0.495487126,0.348562,0.359147077,0.212082889,0,0.198734043,0.289358583,0.081280944,0,0.315721017,0.243562838,0.130434783,0.307099573,0,0,0.251779063,0.228756737,0.299518889,0.315539923,0.248215261,0.183478437,0,0.388161084,0,0.216347971,0.135192327,0.28041632,0.257718078,0.450641091,0.321024709,0.041346169,0,0.413461693,0,0.348483702,0.243770433,0,0,0.207134239,0,0,0.043478261,0.417052044,0.386940819,0.124038508,0.257480467,0.294031838,0,0.328952606,0.413461693,0.16262418,0.273060953,0,0.332720812,0.240531828,0.322919671,0,0,0,0,0.293826442,0.289137428,0.221432726,0.199534672,0.256030362,0.196643448,0.203220137,0.25532919,0.17733886,0.236155411,0.262999515,0.339130435,0.432838176,0.386255885,0.239849241,0.268876809,0,0.297927085,0.250824652,0.19562396,0.286743069,0.327582867,0.479021118,0.246224369,0.386172188,0.259713439,0.359723614,0.407512759,0.258749555,0,0.081503539,0,0.33173882,0.196495344,0.188890351,0,0,0,0,0,0.088179802,0,0
T1570,0,0.456484887,0.497694058,0.445279784,0.471559427,0.406814949,0.108190264,0,0.191055427,0.374471858,0.488615569,0.423432744,0.609491289,0.473079449,0.363499998,0.504508497,0.237916513,0.506287881,0.457179371,0.127023243,0.573283432,0.382410106,0.508521365,0.425906496,0.386185979,0.391321665,0.502920374,0.519499217,0.353795259,0.426694256,0.414569073,0.302393291,0.641669119,0,0.288388509,0.421946722,0.645717011,0.285288568,0.375490242,0.386727019,0.5470311,0.510605243,0.465739078,0.387827191,0.458458162,0.386006677,0.164711432,0.489072006,0.217277664,0.507553706,0.341886117,0.582363241,0.438304459,0.378490007,0,0.226858615,0.464292097,0.38863731,0,0.570782751,0.337586763,0.4,0.528311454,0,0,0.291464282,0.43895368,0.45458665,0.217975714,0.53786598,0.255082846,0,0.55970157,0,0.310863414,0.414589804,0.36839836,0.29804832,0.310942353,0.222168874,0.412083487,0,0.285288568,0,0.503934497,0.513614718,0,0,0.364600476,0,0,0.433333334,0.452105452,0.30362188,0.380384758,0.447132109,0.457851921,0,0.40739515,0.285288568,0.498714152,0.477360322,0,0.388970913,0.313054556,0.38280915,0,0,0,0,0.203271343,0.398871594,0.319743589,0.295933245,0.341810691,0.27490137,0.394328809,0.398402899,0.543839172,0.360664497,0.508661986,0.42,0.299476089,0.468637753,0.442017373,0.344679862,0,0.436311862,0.30531087,0.556388268,0.320492409,0.403472005,0.353884246,0.686245098,0.53308027,0.283223045,0.613125685,0.528793844,0.391919425,0,0.379103869,0,0.228899785,0.328782048,0.410258653,0,0,0,0,0,0.536281755,0,0
T1571,1,0.459892103,0.502178848,0.35632444,0.645953821,0.472091945,0.208366434,0,0.221794907,0.375273388,0.503982528,0.444588056,0.683600643,0.416884824,0.452870569,0.322103965,0.158611008,0.58441096,0.472308219,0.244637357,0.360172438,0.317368858,0.461484412,0.497815321,0.498609013,0.397299613,0.536045119,0.330786438,0.426811561,0.504310218,0.469785896,0.361150099,0.821716878,0,0.548596757,0.417964197,0.681327744,0.54944465,0.311356363,0.345699278,0.344052086,0.540444243,0.429771437,0.444192049,0.515060092,0.432707791,0.317222017,0.497196954,0.144851776,0.496341911,0.658447337,0.581190816,0.514289627,0.362092805,0,0.284679175,0.483514528,0.240530214,0,0.545765575,0.36021356,0.244444445,0.523504263,0,0,0.361594108,0.424628331,0.483460018,0.416804575,0.495749911,0.317443411,0,0.594190075,0,0.324568122,0.253360436,0.436478277,0.410423354,0.598851939,0.420036945,0.274722325,0,0.54944465,0,0.528018452,0.452306706,0,0,0.360842864,0,0,0.288888889,0.572419753,0.461954319,0.232457352,0.402772227,0.449223374,0,0.478527637,0.54944465,0.304769759,0.432372623,0,0.473051532,0.402771492,0.480914821,0,0,0,0,0.385191059,0.441856743,0.349768706,0.305928436,0.397269562,0.293252465,0.352833842,0.420566559,0.332346161,0.348420814,0.483422743,0.493333333,0.567076945,0.563349162,0.409204007,0.417997282,0,0.465560513,0.360387139,0.432528932,0.403956668,0.509366815,0.481148889,0.479817791,0.8066146,0.36641583,0.619053477,0.605599458,0.43194229,0,0.242039252,0,0.440844031,0.369804881,0.369611505,0,0,0,0,0,0.344825996,0,0
T1572,999,0.356139452,0.451585252,0.375063843,0.396274226,0.279001396,0.133568227,0,0.199257703,0.278434893,0.382817795,0.330576223,0.523779004,0.417447313,0.383659856,0.322131882,0.081338979,0.420211704,0.420260015,0.156818819,0.371974465,0.27097799,0.366498961,0.339411313,0.354930934,0.312900303,0.381149501,0.341042801,0.342618299,0.410287476,0.393582259,0.281741008,0.581463514,0,0.329046691,0.393217512,0.499417329,0.352208109,0.321275342,0.332665992,0.339278116,0.435992742,0.426006577,0.336797489,0.342953853,0.392652979,0.203347447,0.38018996,0.074282962,0.394249248,0.422081626,0.482125624,0.45251372,0.329295454,0,0.244336751,0.405322797,0.244046673,0,0.492313143,0.34204348,0.370370371,0.457960486,0,0,0.312944064,0.316223136,0.380603636,0.257228823,0.388524215,0.191691136,0,0.504891425,0,0.319431808,0.383879448,0.337405267,0.248527722,0.383879448,0.24323399,0.140883244,0,0.352208109,0,0.518407356,0.402644814,0,0,0.303922499,0,0,0.148148148,0.462403899,0.324250507,0.352208109,0.44386863,0.463708085,0,0.431105979,0.352208109,0.461772363,0.467738309,0,0.40932669,0.240383074,0.371952159,0,0,0,0,0.226036586,0.365312165,0.291499721,0.283718919,0.319147809,0.283941401,0.349982685,0.344394962,0.503554789,0.361178672,0.394139734,0.444444444,0.331360119,0.488699415,0.383454501,0.313665104,0,0.415081867,0.3093024,0.382739592,0.322894222,0.323760252,0.34383229,0.392895453,0.467919033,0.42467571,0.470169611,0.484870784,0.317668065,0,0.24206023,0,0.282592328,0.221263878,0.306246321,0,0,0,0,0,0.273557682,0,0
T1573,0,0.4516122,0.434429824,0.355903386,0.572360662,0.481235749,0.140773881,0,0.170263939,0.334790143,0.484501758,0.433074633,0.584375314,0.39395285,0.338490735,0.431541021,0.262478744,0.511818593,0.407906748,0.165278781,0.475736609,0.356169896,0.487558775,0.466052678,0.41100479,0.38426447,0.521346441,0.436878135,0.338872711,0.405103277,0.393762292,0.302259533,0.659314636,0,0.36780323,0.353562226,0.639665551,0.37120881,0.30533876,0.327659455,0.464413832,0.482011088,0.379293356,0.391319598,0.505514844,0.329037804,0.214317506,0.487011512,0.239709164,0.494292174,0.444851819,0.525550475,0.38874136,0.337812599,0,0.214353216,0.442435815,0.328316021,0,0.512202297,0.283710452,0.25,0.484253745,0,0,0.273190343,0.44331558,0.445085702,0.280349588,0.53197024,0.304583825,0,0.507161944,0,0.260515074,0.259118627,0.365658334,0.361102875,0.404588734,0.280521137,0.45462652,0,0.37120881,0,0.42050847,0.459766042,0,0,0.34418235,0,0,0.478070176,0.420617571,0.339741404,0.237740474,0.340404328,0.369519814,0,0.367574571,0.37120881,0.311696345,0.357150751,0,0.356345911,0.374665121,0.392161142,0,0,0,0,0.257622715,0.37658625,0.301336862,0.251703656,0.332822508,0.233443791,0.327726982,0.375157435,0.339899482,0.287679489,0.484195382,0.378947368,0.379094657,0.422402316,0.382635242,0.356327724,0,0.387888134,0.274243113,0.509329667,0.299902746,0.469198012,0.384108032,0.505473621,0.560569475,0.27154806,0.80193887,0.510561408,0.407954475,0,0.324273767,0,0.29783744,0.386216508,0.391084067,0,0,0,0,0,0.515895838,0,0
